,word1,word2,relation
653,occupation,line,coord
654,occupation,job,coord
655,occupation,business,coord
656,oil,distillate,coord
657,oil,oleagine,coord
658,oil,alcohol,coord
659,oil,suet,coord
660,oil,kerosene,coord
661,oil,methanol,coord
662,oil,butter,coord
663,oil,gasoline,coord
664,oil,petrol,coord
665,nutriment,victuals,coord
666,news,hearsay,coord
667,nutriment,alimentation,coord
668,nutriment,aliment,coord
669,news,word,coord
670,news,newscast,coord
671,news,rumor,coord
672,news,gossip,coord
673,news,tidings,coord
674,news,intelligence,coord
675,newsman,journalist,coord
676,newsman,reporter,coord
677,newsman,newswoman,coord
678,newsman,correspondent,coord
679,novella,story,coord
680,novella,parable,coord
681,novella,tale,coord
682,novella,fable,coord
683,nutriment,sustenance,coord
684,nutriment,nutrition,coord
685,musician,flautist,coord
686,musician,performer,coord
687,musician,drummer,coord
688,monster,demon,coord
689,mountain,mount,coord
690,mountain,heap,coord
691,mountain,mound,coord
692,music,concert,coord
693,music,fantasia,coord
694,music,euphony,coord
695,music,opera,coord
696,music,medicine,coord
697,music,cadenza,coord
698,music,notturno,coord
699,music,oratorio,coord
700,music,quodlibet,coord
701,music,roulade,coord
702,music,aria,coord
703,monster,curiosity,coord
704,music,operetta,coord
705,monster,ogre,coord
706,monster,teras,coord
707,monk,rector,coord
708,monk,monastic,coord
709,monk,nun,coord
710,monk,vicar,coord
711,monk,priest,coord
712,monk,cleric,coord
713,monk,friar,coord
714,monk,parson,coord
715,monk,reverend,coord
716,monster,miracle,coord
717,monster,prodigy,coord
718,monster,monstrosity,coord
719,monster,devil,coord
720,monster,fiend,coord
721,monster,rarity,coord
722,monster,cyclops,coord
723,music,dithyramb,coord
724,music,concerto,coord
725,music,cadence,coord
726,music,rondeau,coord
727,music,fugue,coord
728,music,work,coord
729,music,serenade,coord
730,music,tune,coord
731,music,number,coord
732,musician,accompanist,coord
733,musician,fifer,coord
734,musician,piper,coord
735,musician,pianist,coord
736,musician,accordionist,coord
737,musician,bard,coord
738,musician,violinist,coord
739,musician,player,coord
740,musician,fiddler,coord
741,music,symphony,coord
742,music,opus,coord
743,music,pastorale,coord
744,music,overture,coord
745,music,passamezzo,coord
746,music,sonata,coord
747,music,strain,coord
748,music,arietta,coord
749,music,vorspiel,coord
750,music,melody,coord
751,music,stave,coord
752,oil,ethanol,coord
753,music,song,coord
754,music,variations,coord
755,music,toccata,coord
756,music,movement,coord
757,music,canon,coord
758,music,harmony,coord
759,music,rondo,coord
760,music,cavatina,coord
761,music,composition,coord
762,monk,beadsman,coord
763,oil,cream,coord
764,oil,lotion,coord
765,park,battery,coord
766,park,spinney,coord
767,park,chase,coord
768,park,green,coord
769,park,spinet,coord
770,park,playground,coord
771,park,lawn,coord
772,park,tope,coord
773,park,greensward,coord
774,park,cricketground,coord
775,park,brake,coord
776,park,turf,coord
777,park,plat,coord
778,park,merry-go-round,coord
779,park,swing,coord
780,park,grove,coord
781,park,arbor,coord
782,park,bocage,coord
783,park,field,coord
784,panic,scare,coord
785,panic,affright,coord
786,panic,stampede,coord
787,panic,terror,coord
788,parasite,bloodsucker,coord
789,parasite,scrounger,coord
790,parasite,sponger,coord
791,parasite,sponge,coord
792,parasite,freeloader,coord
793,parasite,leech,coord
794,parasite,hanger-on,coord
795,park,plot,coord
796,park,heather,coord
797,park,plaisance,coord
798,park,common,coord
799,park,glaciarum,coord
800,pacifist,antiviolence,coord
801,park,copse,coord
802,park,grassplat,coord
803,parliament,sanhedrim,coord
804,parliament,junta,coord
805,parliament,cortes,coord
806,parliament,assembly,coord
807,parliament,legislature,coord
808,parliament,divan,coord
809,parliament,congress,coord
810,payer,financier,coord
811,payer,client,coord
812,payer,spender,coord
813,payer,customer,coord
814,payer,remunerator,coord
815,payer,liquidator,coord
816,pc,machine,coord
817,pc,notebook,coord
818,parliament,senate,coord
819,park,rink,coord
820,parliament,reichsrath,coord
821,parliament,storthing,coord
822,park,demesne,coord
823,park,parkland,coord
824,park,square,coord
825,park,garden,coord
826,park,sward,coord
827,park,sod,coord
828,park,thicket,coord
829,park,roundabout,coord
830,park,coppice,coord
831,park,commons,coord
832,park,greenwood,coord
833,parliament,witenagemote,coord
834,parliament,house,coord
835,parliament,rigsdag,coord
836,parliament,musnud,coord
837,parliament,directory,coord
838,pacifist,peacekeeper,coord
839,pacifist,disarmer,coord
840,pacifist,antiwar,coord
841,oil,lard,coord
842,oil,mineral,coord
843,oil,elaine,coord
844,oil,paraffin,coord
845,oil,grease,coord
846,oil,ghee,coord
847,oil,lox,coord
848,oil,naphtha,coord
849,oil,wax,coord
850,oil,glycerin,coord
851,oil,ointment,coord
852,opium,cocaine,coord
853,opium,chloral,coord
854,opium,chloroform,coord
855,opium,heroin,coord
856,oil,liniment,coord
857,opium,morphine,coord
858,oil,lubricate,coord
859,oil,petroleum,coord
860,oil,soap,coord
861,oil,spermaceti,coord
862,oil,adipocere,coord
863,oil,nitromethane,coord
864,oil,cosmetic,coord
865,oil,juice,coord
866,oil,tallow,coord
867,oil,stearin,coord
868,oil,amole,coord
869,oil,lenitive,coord
870,oil,gas,coord
871,oil,cerement,coord
872,oil,gasohol,coord
873,oil,unguent,coord
874,oil,fat,coord
875,oil,aceite,coord
876,opium,ether,coord
877,opponent,enemy,coord
878,opponent,antagonist,coord
879,optics,catoptrics,coord
880,optimist,utopian,coord
881,optimist,romantic,coord
882,optimist,laudator,coord
883,optimist,whitewasher,coord
884,optimist,idealist,coord
885,optimist,encomiast,coord
886,optimist,utopist,coord
887,option,decision,coord
888,option,alternative,coord
889,option,preference,coord
890,option,selection,coord
891,option,opportunity,coord
892,option,choice,coord
893,pacifist,pacificist,coord
894,optics,photology,coord
895,optics,orbs,coord
896,optics,dioptrics,coord
897,optics,eyesight,coord
898,opponent,assailant,coord
899,opponent,opposition,coord
900,opponent,adversary,coord
901,opportunist,trailblazer,coord
902,opportunist,entrepreneur,coord
903,opportunist,self-seeker,coord
904,opportunist,pioneer,coord
905,oil,blubber,coord
906,opportunist,investor,coord
907,opportunity,opening,coord
908,opportunity,chance,coord
909,opportunity,room,coord
910,opportunity,break,coord
911,opportunity,occasion,coord
912,opportunity,prospect,coord
913,optics,photometry,coord
914,opportunist,speculator,coord
915,horse,hunter,coord
916,monk,mendicant,coord
917,monk,palmer,coord
918,meal,dish,coord
919,meal,luncheon,coord
920,meal,snack,coord
921,meal,rice,coord
922,meal,chotahazri,coord
923,meal,sporule,coord
924,meal,regale,coord
925,meal,paddy,coord
926,meal,flour,coord
927,meal,supper,coord
928,meal,lunch,coord
929,meal,banquet,coord
930,meal,regalement,coord
931,meal,bever,coord
932,meal,breakfast,coord
933,meal,feed,coord
934,meal,tiffin,coord
935,meal,bran,coord
936,meal,feast,coord
937,meal,refreshment,coord
938,meal,bait,coord
939,meal,dessert,coord
940,meal,farina,coord
941,meal,dejeuner,coord
942,meal,spread,coord
943,meal,junket,coord
944,meal,bara,coord
945,meal,dinner,coord
946,meal,collation,coord
947,meal,whet,coord
948,meal,mess,coord
949,meal,repast,coord
950,meal,refection,coord
951,meal,picnic,coord
952,meal,potluck,coord
953,meal,blowout,coord
954,meal,entertainment,coord
955,mechanism,machine,coord
956,medicine,drug,coord
957,medicine,infusion,coord
958,medicine,dose,coord
959,medicine,simples,coord
960,medicine,lincture,coord
961,medicine,bolus,coord
962,medicine,suppository,coord
963,medicine,drip,coord
964,medicine,pharmacon,coord
965,medicine,medicament,coord
966,menace,troublemaker,coord
967,menace,intimidate,coord
968,menace,pest,coord
969,menace,peril,coord
970,menace,threaten,coord
971,medicine,pharmaceutical,coord
972,mechanism,apparatus,coord
973,medicine,pill,coord
974,medicine,galenicals,coord
975,mechanism,device,coord
976,mechanism,procedure,coord
977,mechanism,mechanics,coord
978,mechanism,method,coord
979,mechanism,means,coord
980,mechanism,engineering,coord
981,mechanism,machinery,coord
982,mechanism,instrument,coord
983,medicine,electuary,coord
984,medicine,draught,coord
985,medicine,medication,coord
986,medicine,prescription,coord
987,medicine,linctus,coord
988,medicine,injection,coord
989,medicine,potion,coord
990,medicine,physic,coord
991,meal,spore,coord
992,meal,plate,coord
993,mathematics,arithmetic,coord
994,marble,enamel,coord
995,marble,limestone,coord
996,marble,quartz,coord
997,marble,crystal,coord
998,marble,papier-mache,coord
999,marble,china,coord
1000,marble,laocoon,coord
1001,marshal,generalissimo,coord
1002,marshal,corporal,coord
1003,marshal,herald,coord
1004,marshal,group,coord
1005,marshal,hetman,coord
1006,marshal,marechal,coord
1007,marshal,cadet,coord
1008,marshal,pendragon,coord
1009,marble,pottery,coord
1010,marshal,major,coord
1011,marble,pillar,coord
1012,marble,adamant,coord
1013,marble,cloisonne,coord
1014,marble,pommel,coord
1015,marble,faience,coord
1016,marble,mineral,coord
1017,marble,horn,coord
1018,marble,fossil,coord
1019,marble,porcelain,coord
1020,marble,bronze,coord
1021,marble,granite,coord
1022,marble,deadness,coord
1023,marble,rock,coord
1024,marble,crag,coord
1025,marble,earthenware,coord
1026,marble,pea,coord
1027,marble,table,coord
1028,marble,sandstone,coord
1029,marshal,captain,coord
1030,marshal,jemidar,coord
1031,marshal,parlementaire,coord
1032,marshal,sublieutenant,coord
1033,marshal,subaltern,coord
1034,marshal,officer,coord
1035,marshal,sergeant,coord
1036,marshal,pursuivant,coord
1037,marshal,aide-de-camp,coord
1038,marshal,naik,coord
1039,marshal,crier,coord
1040,masturbation,onanism,coord
1041,masturbation,autoeroticism,coord
1042,masturbation,self-gratification,coord
1043,masturbation,self-abuse,coord
1044,mathematics,mathesis,coord
1045,mathematics,maths,coord
1046,mathematics,math,coord
1047,marshal,brigadier,coord
1048,marshal,skipper,coord
1049,marshal,assemble,coord
1050,marshal,cornet,coord
1051,marshal,organize,coord
1052,marshal,apparitor,coord
1053,marshal,trumpeter,coord
1054,marshal,dizdar,coord
1055,marshal,shepherd,coord
1056,marshal,collect,coord
1057,marshal,general,coord
1058,menace,terrorize,coord
1059,marshal,adjutant,coord
1060,marshal,lieutenant,coord
1061,marshal,seraskier,coord
1062,marshal,marshall,coord
1063,marshal,ensign,coord
1064,marshal,colonel,coord
1065,marshal,centurion,coord
1066,marshal,bellman,coord
1067,marshal,position,coord
1068,monk,pilgrim,coord
1069,menace,threat,coord
1070,menace,annoyance,coord
1071,missile,bullet,coord
1072,molecule,point,coord
1073,molecule,speck,coord
1074,molecule,ace,coord
1075,molecule,jot,coord
1076,molecule,iota,coord
1077,molecule,mote,coord
1078,molecule,corpuscle,coord
1079,monarchy,ochlocracy,coord
1080,monarchy,bumbledom,coord
1081,monarchy,kingship,coord
1082,monarchy,regality,coord
1083,monarchy,republicanism,coord
1084,monarchy,collectivism,coord
1085,monarchy,realm,coord
1086,missile,ballista,coord
1087,monarchy,socialism,coord
1088,missile,ball,coord
1089,missile,shell,coord
1090,missile,brickbat,coord
1091,missile,discus,coord
1092,missile,congreve,coord
1093,missile,quoit,coord
1094,missile,grape,coord
1095,missile,rocket,coord
1096,missile,trebucbet,coord
1097,missile,carcass,coord
1098,missile,shrapnel,coord
1099,missile,arrow,coord
1100,missile,balista,coord
1101,missile,grenade,coord
1102,missile,thunderbolt,coord
1103,missile,trebucket,coord
1104,missile,mitraille,coord
1105,missile,bolt,coord
1106,missile,slug,coord
1107,monarchy,feodality,coord
1108,monarchy,bureaucracy,coord
1109,money,change,coord
1110,money,stock,coord
1111,money,finance,coord
1112,money,funds,coord
1113,money,accounts,coord
1114,money,wherewithal,coord
1115,money,mammon,coord
1116,money,needful,coord
1117,money,assets,coord
1118,money,currency,coord
1119,money,capital,coord
1120,money,cash,coord
1121,money,treasure,coord
