,word1,word2,relation
148,piano,electric,attri
149,piano,cheap,attri
150,piano,black,attri
151,piano,big,attri
152,whale,young,attri
153,whale,white,attri
154,piano,white,attri
155,whale,smart,attri
156,whale,large,attri
157,whale,intelligent,attri
158,whale,huge,attri
159,whale,grey,attri
160,whale,gray,attri
161,whale,good,attri
162,whale,gigantic,attri
163,whale,giant,attri
164,whale,endangered,attri
165,whale,edible,attri
166,whale,big,attri
167,restaurant,bad,attri
168,restaurant,big,attri
169,restaurant,cheap,attri
170,whale,old,attri
171,pub,spacious,attri
172,pub,smoky,attri
173,pub,small,attri
174,saxophone,gold,attri
175,saxophone,expensive,attri
176,saxophone,cheap,attri
177,saxophone,big,attri
178,ambulance,clean,attri
179,ambulance,dirty,attri
180,ambulance,dusty,attri
181,ambulance,empty,attri
182,ambulance,fast,attri
183,ambulance,full,attri
184,ambulance,loud,attri
185,ambulance,new,attri
186,ambulance,noisy,attri
187,ambulance,old,attri
188,ambulance,white,attri
189,pub,bad,attri
190,pub,big,attri
191,pub,roomy,attri
192,pub,old,attri
193,pub,noisy,attri
194,pub,new,attri
195,pub,large,attri
196,pub,good,attri
197,restaurant,clean,attri
198,pub,full,attri
199,pub,empty,attri
200,pub,dirty,attri
201,pub,crowded,attri
202,pub,cosy,attri
203,pub,clean,attri
204,pub,cheap,attri
205,pub,expensive,attri
206,coat,colourful,attri
207,restaurant,cosy,attri
208,restaurant,dirty,attri
209,tuna,silent,attri
210,tuna,pink,attri
211,tuna,old,attri
212,tuna,large,attri
213,tuna,good,attri
214,tuna,fresh,attri
215,tuna,fast,attri
216,tuna,edible,attri
217,tuna,big,attri
218,villa,roman,attri
219,villa,beautiful,attri
220,villa,big,attri
221,villa,clean,attri
222,villa,cosy,attri
223,tuna,silver,attri
224,villa,dirty,attri
225,villa,expensive,attri
226,villa,fancy,attri
227,villa,furnished,attri
228,villa,huge,attri
229,villa,large,attri
230,villa,luxurious,attri
231,villa,luxury,attri
232,villa,modern,attri
233,villa,new,attri
234,villa,nice,attri
235,villa,old,attri
236,villa,pretentious,attri
237,villa,roomy,attri
238,villa,small,attri
239,villa,empty,attri
240,tuna,slimy,attri
241,tuna,young,attri
242,guitar,acoustic,attri
243,restaurant,elegant,attri
244,restaurant,empty,attri
245,restaurant,excellent,attri
246,restaurant,expensive,attri
247,restaurant,favourite,attri
248,restaurant,formal,attri
249,restaurant,full,attri
250,restaurant,good,attri
251,restaurant,large,attri
252,restaurant,luxurious,attri
253,restaurant,luxury,attri
254,restaurant,new,attri
255,restaurant,noisy,attri
256,restaurant,old,attri
257,restaurant,roomy,attri
258,restaurant,small,attri
259,restaurant,smoky,attri
260,guitar,big,attri
261,guitar,cheap,attri
262,guitar,electric,attri
263,guitar,electrical,attri
264,guitar,expensive,attri
265,guitar,large,attri
266,restaurant,crowded,attri
267,guitar,long,attri
268,guitar,melodious,attri
269,guitar,new,attri
270,guitar,noisy,attri
271,guitar,old,attri
272,guitar,small,attri
273,restaurant,spacious,attri
274,guitar,loud,attri
275,coat,comfortable,attri
276,coat,elegant,attri
277,saxophone,golden,attri
278,jacket,fashionable,attri
279,jacket,formal,attri
280,jacket,heavy,attri
281,jacket,large,attri
282,jacket,long,attri
283,jacket,loose,attri
284,jacket,new,attri
285,jacket,nice,attri
286,jacket,old,attri
287,jacket,pretty,attri
288,jacket,short,attri
289,jacket,tight,attri
290,jacket,warm,attri
291,jacket,clean,attri
292,jacket,fancy,attri
293,beetle,ugly,attri
294,beetle,hard,attri
295,beetle,green,attri
296,beetle,colourful,attri
297,beetle,colorful,attri
298,beetle,black,attri
299,beetle,big,attri
300,beetle,beautiful,attri
301,dolphin,young,attri
302,dolphin,trained,attri
303,dolphin,smooth,attri
304,dolphin,smart,attri
305,dolphin,sleek,attri
306,dolphin,old,attri
307,dolphin,large,attri
308,beetle,large,attri
309,dolphin,intelligent,attri
310,jacket,expensive,attri
311,jacket,dirty,attri
312,hat,funny,attri
313,hat,hard,attri
314,hat,large,attri
315,hat,loose,attri
316,hat,new,attri
317,hat,old,attri
318,hat,pretty,attri
319,hat,small,attri
320,hat,soft,attri
321,hat,tight,attri
322,hat,warm,attri
323,hat,white,attri
324,hat,clean,attri
325,butterfly,yellow,attri
326,jacket,elegant,attri
327,butterfly,tropical,attri
328,butterfly,rare,attri
329,butterfly,pretty,attri
330,butterfly,delicate,attri
331,butterfly,colourful,attri
332,butterfly,colorful,attri
333,butterfly,blue,attri
334,butterfly,black,attri
335,butterfly,beautiful,attri
336,bomber,light,attri
337,jacket,big,attri
338,jacket,clean,attri
339,jacket,colorful,attri
340,jacket,colourful,attri
341,jacket,comfortable,attri
342,butterfly,red,attri
343,dolphin,grey,attri
344,dolphin,gray,attri
345,dolphin,good,attri
346,bus,spacious,attri
347,robe,black,attri
348,robe,clean,attri
349,robe,colorful,attri
350,robe,colourful,attri
351,robe,dirty,attri
352,robe,elegant,attri
353,robe,fancy,attri
354,robe,formal,attri
355,robe,large,attri
356,robe,long,attri
357,robe,new,attri
358,robe,nice,attri
359,robe,old,attri
360,bus,slow,attri
361,robe,pretty,attri
362,robe,warm,attri
363,robe,clean,attri
364,cod,young,attri
365,cod,slimy,attri
366,cod,silver,attri
367,cod,silent,attri
368,cod,old,attri
369,cod,large,attri
370,cod,good,attri
371,cod,fresh,attri
372,cod,fast,attri
373,cod,edible,attri
374,cod,big,attri
375,tiger,young,attri
376,robe,short,attri
377,bus,short,attri
378,bus,old,attri
379,bus,noisy,attri
380,dolphin,friendly,attri
381,dolphin,fast,attri
382,dolphin,cute,attri
383,dolphin,big,attri
384,ant,tiny,attri
385,ant,strong,attri
386,ant,social,attri
387,ant,small,attri
388,ant,red,attri
389,ant,industrious,attri
390,ant,hard-working,attri
391,ant,black,attri
392,bus,beautiful,attri
393,bus,big,attri
394,bus,cheap,attri
395,bus,clean,attri
396,bus,comfortable,attri
397,bus,new,attri
398,bus,luxury,attri
399,bus,luxurious,attri
400,bus,loud,attri
401,bus,long,attri
402,bus,large,attri
403,hat,formal,attri
404,bus,heavy,attri
405,bus,fast,attri
406,bus,expensive,attri
407,bus,empty,attri
408,bus,dusty,attri
409,bus,dirty,attri
410,bus,crowded,attri
411,bus,full,attri
412,coat,dirty,attri
413,hat,fashionable,attri
414,hat,expensive,attri
415,hornet,large,attri
416,hornet,dangerous,attri
417,hornet,black,attri
418,hornet,big,attri
419,dress,clean,attri
420,dress,colorful,attri
421,dress,colourful,attri
422,dress,comfortable,attri
423,dress,dirty,attri
424,dress,elegant,attri
425,dress,expensive,attri
426,dress,fancy,attri
427,dress,fashionable,attri
428,dress,feminine,attri
429,hornet,noisy,attri
430,dress,formal,attri
431,dress,loose,attri
432,dress,new,attri
433,dress,nice,attri
434,dress,old,attri
435,dress,pretty,attri
436,dress,short,attri
437,dress,tight,attri
438,dress,clean,attri
439,grasshopper,noisy,attri
440,grasshopper,loud,attri
441,grasshopper,green,attri
442,grasshopper,edible,attri
443,bomber,big,attri
444,bomber,dangerous,attri
445,dress,long,attri
446,bomber,deadly,attri
447,hornet,yellow,attri
448,moth,gray,attri
449,coat,expensive,attri
450,coat,fancy,attri
451,coat,fashionable,attri
452,coat,formal,attri
453,coat,heavy,attri
454,coat,large,attri
455,coat,long,attri
456,coat,loose,attri
457,coat,new,attri
458,coat,nice,attri
459,coat,old,attri
460,coat,pretty,attri
461,coat,short,attri
462,coat,tight,attri
463,moth,brown,attri
464,coat,warm,attri
465,mackerel,young,attri
466,mackerel,slimy,attri
467,mackerel,silver,attri
468,mackerel,silent,attri
469,mackerel,old,attri
470,mackerel,oily,attri
471,mackerel,large,attri
472,mackerel,good,attri
473,mackerel,fresh,attri
474,mackerel,fast,attri
475,mackerel,edible,attri
476,moth,white,attri
477,moth,nocturnal,attri
478,moth,grey,attri
479,coat,clean,attri
480,bomber,destructive,attri
481,bomber,expensive,attri
482,bomber,fast,attri
483,glove,nice,attri
484,glove,old,attri
485,glove,pretty,attri
486,glove,short,attri
487,glove,tight,attri
488,glove,warm,attri
489,glove,clean,attri
490,cockroach,ugly,attri
491,cockroach,hard,attri
492,cockroach,disgusting,attri
493,cockroach,dirty,attri
494,cockroach,brown,attri
495,cockroach,black,attri
496,goldfish,young,attri
497,glove,new,attri
498,goldfish,small,attri
499,goldfish,silent,attri
500,goldfish,red,attri
501,goldfish,orange,attri
502,goldfish,old,attri
503,goldfish,little,attri
504,goldfish,golden,attri
505,hat,big,attri
506,hat,black,attri
507,hat,brown,attri
508,hat,clean,attri
509,hat,colorful,attri
510,hat,comfortable,attri
511,hat,dirty,attri
512,hat,elegant,attri
513,goldfish,slimy,attri
514,glove,loose,attri
515,glove,long,attri
516,glove,formal,attri
517,bomber,frightening,attri
518,bomber,heavy,attri
519,bomber,lethal,attri
520,bomber,light,attri
521,bomber,loud,attri
522,bomber,new,attri
523,bomber,noisy,attri
524,bomber,old,attri
525,bomber,powerful,attri
526,herring,small,attri
527,herring,slimy,attri
528,herring,silver,attri
529,herring,silent,attri
530,herring,oily,attri
531,herring,little,attri
532,herring,good,attri
533,herring,fresh,attri
534,glove,fashionable,attri
535,glove,fancy,attri
536,glove,expensive,attri
537,glove,elegant,attri
538,glove,dirty,attri
539,glove,colourful,attri
540,hat,fancy,attri
541,glove,colorful,attri
542,glove,brown,attri
543,glove,black,attri
544,bomber,small,attri
545,bomber,scary,attri
546,herring,edible,attri
547,herring,fast,attri
548,glove,clean,attri
549,saxophone,long,attri
550,saxophone,loud,attri
551,saxophone,melodious,attri
552,gun,automatic,attri
553,gun,accurate,attri
554,robin,common,attri
555,robin,little,attri
556,robin,old,attri
557,robin,red,attri
558,robin,small,attri
559,robin,wild,attri
560,robin,young,attri
561,hammer,useful,attri
562,hammer,strong,attri
563,hammer,small,attri
564,hammer,short,attri
565,hammer,rusty,attri
566,gun,big,attri
567,hammer,powerful,attri
568,hammer,noisy,attri
569,hammer,new,attri
570,hammer,long,attri
571,hammer,heavy,attri
572,hammer,hard,attri
573,hammer,handy,attri
574,hammer,good,attri
575,hammer,dangerous,attri
576,hammer,big,attri
577,sparrow,brown,attri
578,sparrow,little,attri
579,sparrow,old,attri
580,sparrow,small,attri
581,sparrow,wild,attri
582,hammer,old,attri
583,sparrow,young,attri
584,gun,black,attri
585,gun,dangerous,attri
586,onion,edible,attri
587,onion,fresh,attri
588,onion,green,attri
589,onion,purple,attri
590,onion,red,attri
591,onion,rotten,attri
592,onion,smelly,attri
593,onion,stinky,attri
594,onion,tasty,attri
595,onion,white,attri
596,onion,yellow,attri
597,gun,clean,attri
598,pigeon,dirty,attri
599,pigeon,domestic,attri
600,gun,clean,attri
601,pigeon,edible,attri
602,pigeon,grey,attri
603,pigeon,old,attri
604,pigeon,young,attri
605,gun,small,attri
606,gun,semiautomatic,attri
607,gun,repeating,attri
608,gun,old,attri
609,gun,noisy,attri
610,gun,new,attri
611,gun,loud,attri
612,gun,lethal,attri
613,gun,large,attri
614,gun,dirty,attri
615,gun,deadly,attri
616,pigeon,gray,attri
617,parsley,edible,attri
618,fork,clean,attri
619,swan,aquatic,attri
620,vulture,ugly,attri
621,vulture,wild,attri
622,vulture,young,attri
623,fork,good,attri
624,fork,dirty,attri
625,fork,dangerous,attri
626,fork,clean,attri
627,fork,big,attri
628,parsley,fresh,attri
629,parsley,green,attri
630,parsley,leafy,attri
631,parsley,rotten,attri
632,parsley,tasty,attri
633,woodpecker,brown,attri
634,vulture,old,attri
635,woodpecker,loud,attri
636,woodpecker,old,attri
637,woodpecker,red,attri
638,woodpecker,wild,attri
639,woodpecker,young,attri
640,corkscrew,useful,attri
641,corkscrew,strong,attri
642,corkscrew,small,attri
643,corkscrew,short,attri
644,corkscrew,shiny,attri
645,corkscrew,rusty,attri
646,corkscrew,pointed,attri
647,corkscrew,old,attri
648,corkscrew,new,attri
649,corkscrew,modern,attri
650,woodpecker,noisy,attri
651,vulture,large,attri
652,vulture,dangerous,attri
653,vulture,brown,attri
654,swan,beautiful,attri
655,swan,domestic,attri
656,swan,faithful,attri
657,swan,graceful,attri
658,swan,old,attri
659,swan,pretty,attri
660,swan,white,attri
661,swan,wild,attri
662,swan,young,attri
663,grenade,small,attri
664,grenade,scary,attri
665,grenade,round,attri
666,grenade,lethal,attri
667,grenade,large,attri
668,grenade,heavy,attri
669,grenade,green,attri
670,grenade,frightening,attri
671,vulture,bald,attri
672,vulture,aggressive,attri
673,fork,long,attri
674,fork,new,attri
675,fork,old,attri
676,fork,pointed,attri
677,hatchet,big,attri
678,fork,sharp,attri
679,fork,short,attri
680,fork,small,attri
681,fork,useful,attri
682,grenade,dangerous,attri
683,grenade,deadly,attri
684,grenade,destructive,attri
685,fork,shiny,attri
686,hatchet,dangerous,attri
687,hatchet,good,attri
688,hatchet,heavy,attri
689,garlic,round,attri
690,garlic,small,attri
691,garlic,smelly,attri
692,garlic,spicy,attri
693,garlic,stinky,attri
694,garlic,white,attri
695,goose,aquatic,attri
696,goose,domestic,attri
697,goose,edible,attri
698,goose,old,attri
699,goose,white,attri
700,goose,young,attri
701,hawk,aggressive,attri
702,hawk,big,attri
703,garlic,rotten,attri
704,hawk,brown,attri
705,hawk,grey,attri
706,hawk,large,attri
707,hawk,old,attri
708,hawk,strong,attri
709,hawk,wild,attri
710,hawk,young,attri
711,missile,small,attri
712,missile,short,attri
713,missile,scary,attri
714,missile,nuclear,attri
715,missile,long,attri
716,missile,heavy,attri
717,owl,brown,attri
718,owl,gray,attri
719,hawk,gray,attri
720,garlic,edible,attri
721,rake,big,attri
722,rake,good,attri
723,falcon,big,attri
724,falcon,brown,attri
725,falcon,dangerous,attri
726,falcon,large,attri
727,falcon,old,attri
728,falcon,wild,attri
729,falcon,young,attri
730,rake,useful,attri
731,rake,strong,attri
732,rake,small,attri
733,rake,short,attri
734,rake,rusty,attri
735,rake,old,attri
736,rake,new,attri
737,musket,wooden,attri
738,musket,short,attri
739,musket,old,attri
740,rake,heavy,attri
741,rake,long,attri
742,musket,accurate,attri
743,musket,black,attri
744,musket,clean,attri
745,musket,dangerous,attri
746,owl,grey,attri
747,musket,deadly,attri
748,musket,heavy,attri
749,musket,lethal,attri
750,musket,long,attri
751,musket,loud,attri
752,musket,new,attri
753,musket,noisy,attri
754,musket,dirty,attri
755,corkscrew,long,attri
756,owl,nocturnal,attri
757,owl,smart,attri
758,lettuce,rotten,attri
759,penguin,antarctic,attri
760,penguin,amphibious,attri
761,penguin,aquatic,attri
762,penguin,black,attri
763,penguin,funny,attri
764,penguin,old,attri
765,penguin,social,attri
766,penguin,white,attri
767,penguin,wild,attri
768,penguin,young,attri
769,hatchet,useful,attri
770,hatchet,strong,attri
771,hatchet,small,attri
772,lettuce,leafy,attri
773,hatchet,short,attri
774,hatchet,rusty,attri
775,hatchet,powerful,attri
776,hatchet,old,attri
777,hatchet,noisy,attri
778,hatchet,new,attri
779,hatchet,long,attri
780,pheasant,brown,attri
781,pheasant,colorful,attri
782,pheasant,colourful,attri
783,pheasant,edible,attri
784,pheasant,green,attri
785,pheasant,old,attri
786,pheasant,wild,attri
787,pheasant,young,attri
788,hatchet,sharp,attri
789,lettuce,green,attri
790,lettuce,fresh,attri
791,lettuce,edible,attri
792,owl,wild,attri
793,owl,wise,attri
794,owl,young,attri
795,knife,useful,attri
796,knife,strong,attri
797,knife,small,attri
798,knife,short,attri
799,knife,shiny,attri
800,knife,sharp,attri
801,knife,rusty,attri
802,knife,pointed,attri
803,missile,frightening,attri
804,missile,fast,attri
805,missile,expensive,attri
806,missile,destructive,attri
807,missile,deadly,attri
808,missile,dangerous,attri
809,lettuce,crunchy,attri
810,knife,big,attri
811,knife,blunt,attri
812,knife,dangerous,attri
813,knife,good,attri
814,knife,handy,attri
815,owl,old,attri
816,knife,heavy,attri
817,knife,new,attri
818,knife,old,attri
819,missile,accurate,attri
820,missile,atomic,attri
821,missile,big,attri
822,missile,conventional,attri
823,knife,long,attri
824,corkscrew,handy,attri
825,corkscrew,good,attri
826,corkscrew,fancy,attri
827,violin,big,attri
828,spinach,edible,attri
829,spinach,fresh,attri
830,spinach,green,attri
831,spinach,healthy,attri
832,spinach,leafy,attri
833,spinach,long,attri
834,spinach,nutritious,attri
835,spinach,rotten,attri
836,hospital,big,attri
837,hospital,clean,attri
838,hospital,dirty,attri
839,hospital,empty,attri
840,hospital,full,attri
841,violin,brown,attri
842,hospital,hygienic,attri
843,hospital,new,attri
844,hospital,old,attri
845,hospital,private,attri
846,hospital,public,attri
847,hospital,small,attri
848,trumpet,small,attri
849,trumpet,shiny,attri
850,trumpet,old,attri
851,trumpet,noisy,attri
852,trumpet,new,attri
853,trumpet,melodious,attri
854,hotel,bad,attri
855,hotel,big,attri
856,hotel,cheap,attri
857,hospital,large,attri
858,violin,cheap,attri
859,violin,expensive,attri
860,violin,large,attri
861,cottage,nice,attri
862,cottage,old,attri
863,cottage,roomy,attri
864,cottage,small,attri
865,cottage,spacious,attri
866,cottage,clean,attri
867,cannon,wooden,attri
868,cannon,short,attri
869,cannon,semiautomatic,attri
870,cannon,repeating,attri
871,cannon,old,attri
872,cannon,noisy,attri
873,cannon,new,attri
874,cannon,loud,attri
875,cannon,long,attri
876,cannon,lethal,attri
877,cannon,large,attri
878,violin,melodious,attri
879,violin,new,attri
880,violin,old,attri
881,violin,small,attri
882,cannon,accurate,attri
883,cannon,automatic,attri
884,hotel,clean,attri
885,cannon,big,attri
886,cannon,clean,attri
887,cannon,dangerous,attri
888,cannon,deadly,attri
889,cannon,dirty,attri
890,cannon,heavy,attri
891,cannon,huge,attri
892,cannon,black,attri
893,cottage,new,attri
894,hotel,cosy,attri
895,hotel,dirty,attri
896,bomb,round,attri
897,bomb,nuclear,attri
898,bomb,lethal,attri
899,bomb,heavy,attri
900,bomb,frightening,attri
901,bomb,destructive,attri
902,bomb,deadly,attri
903,bomb,dangerous,attri
904,bomb,conventional,attri
905,bomb,big,attri
906,bomb,atomic,attri
907,library,big,attri
908,library,dark,attri
909,library,empty,attri
910,bomb,scary,attri
911,library,full,attri
912,library,national,attri
913,library,new,attri
914,library,old,attri
915,library,private,attri
916,library,public,attri
917,library,quiet,attri
918,library,small,attri
919,saxophone,tall,attri
920,saxophone,small,attri
921,saxophone,short,attri
922,saxophone,shiny,attri
923,saxophone,old,attri
924,saxophone,noisy,attri
925,saxophone,new,attri
926,library,large,attri
927,bomb,small,attri
928,turnip,white,attri
929,turnip,round,attri
930,hotel,elegant,attri
931,hotel,empty,attri
932,hotel,excellent,attri
933,hotel,expensive,attri
934,hotel,favourite,attri
935,hotel,formal,attri
936,hotel,full,attri
937,hotel,good,attri
938,hotel,large,attri
939,hotel,luxurious,attri
940,hotel,luxury,attri
941,hotel,modern,attri
942,hotel,new,attri
943,hotel,noisy,attri
944,hotel,old,attri
945,hotel,pretentious,attri
946,hotel,roomy,attri
947,turnip,rotten,attri
948,turnip,red,attri
949,turnip,purple,attri
950,turnip,fresh,attri
951,turnip,edible,attri
952,trumpet,big,attri
953,hotel,crowded,attri
954,trumpet,cheap,attri
955,trumpet,gold,attri
956,trumpet,golden,attri
957,trumpet,long,attri
958,trumpet,loud,attri
959,hotel,spacious,attri
960,hotel,small,attri
961,trumpet,expensive,attri
962,tiger,wild,attri
963,cottage,modern,attri
964,cottage,luxurious,attri
965,potato,rotten,attri
966,potato,round,attri
967,potato,starchy,attri
968,potato,sweet,attri
969,potato,white,attri
970,potato,yellow,attri
971,dagger,clean,attri
972,dagger,small,attri
973,dagger,short,attri
974,dagger,shiny,attri
975,dagger,sharp,attri
976,dagger,old,attri
977,dagger,new,attri
978,dagger,long,attri
979,potato,red,attri
980,dagger,large,attri
981,dagger,dirty,attri
982,dagger,deadly,attri
983,dagger,dangerous,attri
984,dagger,clean,attri
985,dagger,big,attri
986,chisel,useful,attri
987,chisel,strong,attri
988,chisel,small,attri
989,chisel,short,attri
990,chisel,sharp,attri
991,chisel,rusty,attri
992,chisel,pointed,attri
993,chisel,old,attri
994,chisel,noisy,attri
995,dagger,heavy,attri
996,potato,nutritious,attri
997,potato,fresh,attri
998,potato,edible,attri
999,corkscrew,expensive,attri
1000,corkscrew,classic,attri
1001,corkscrew,cheap,attri
1002,corkscrew,blunt,attri
1003,castle,gothic,attri
1004,castle,roman,attri
1005,castle,romanesque,attri
1006,castle,beautiful,attri
1007,castle,big,attri
1008,castle,empty,attri
1009,castle,expensive,attri
1010,castle,fancy,attri
1011,castle,furnished,attri
1012,castle,gothic,attri
1013,castle,huge,attri
1014,castle,large,attri
1015,castle,luxurious,attri
1016,potato,brown,attri
1017,corkscrew,big,attri
1018,castle,spacious,attri
1019,castle,small,attri
1020,castle,ruined,attri
1021,castle,royal,attri
1022,chisel,new,attri
1023,castle,roomy,attri
1024,castle,old,attri
1025,castle,nice,attri
1026,castle,new,attri
1027,castle,modern,attri
1028,castle,medieval,attri
1029,castle,luxury,attri
1030,castle,pretentious,attri
1031,cottage,luxury,attri
1032,chisel,long,attri
1033,chisel,good,attri
1034,radish,round,attri
1035,radish,spicy,attri
1036,radish,white,attri
1037,cathedral,dark,attri
1038,axe,useful,attri
1039,axe,strong,attri
1040,axe,small,attri
1041,axe,short,attri
1042,axe,sharp,attri
1043,axe,rusty,attri
1044,axe,powerful,attri
1045,axe,old,attri
1046,axe,noisy,attri
1047,axe,new,attri
1048,radish,rotten,attri
1049,axe,long,attri
1050,axe,good,attri
1051,axe,dangerous,attri
1052,axe,big,attri
1053,cannon,clean,attri
1054,cottage,beautiful,attri
1055,cottage,big,attri
1056,cottage,clean,attri
1057,cottage,cosy,attri
1058,cottage,dirty,attri
1059,cottage,empty,attri
1060,cottage,expensive,attri
1061,cottage,furnished,attri
1062,cottage,large,attri
1063,cottage,little,attri
1064,axe,heavy,attri
1065,radish,red,attri
1066,radish,hot,attri
1067,radish,edible,attri
1068,chisel,flat,attri
1069,chisel,dangerous,attri
1070,chisel,big,attri
1071,cathedral,christian,attri
1072,cathedral,gothic,attri
1073,cathedral,romanesque,attri
1074,cathedral,ancient,attri
1075,cathedral,baroque,attri
1076,cathedral,beautiful,attri
1077,cathedral,big,attri
1078,cathedral,christian,attri
1079,cathedral,dark,attri
1080,cathedral,empty,attri
1081,cathedral,famous,attri
1082,cathedral,fancy,attri
1083,cathedral,full,attri
1084,cathedral,gothic,attri
1085,radish,crunchy,attri
1086,radish,crispy,attri
1087,cathedral,ruined,attri
1088,cathedral,religious,attri
1089,cathedral,old,attri
1090,cathedral,modern,attri
1091,chisel,heavy,attri
1092,cathedral,medieval,attri
1093,cathedral,large,attri
1094,cathedral,impressive,attri
1095,cathedral,immense,attri
1096,cathedral,huge,attri
1097,cathedral,high,attri
1098,cathedral,grandiose,attri
1099,cathedral,magnificent,attri
1100,tiger,strong,attri
1101,tiger,striped,attri
1102,tiger,silent,attri
1103,pear,fresh,attri
1104,pear,green,attri
1105,pear,juicy,attri
1106,pear,ripe,attri
1107,pear,rotten,attri
1108,pear,sweet,attri
1109,pear,tasty,attri
1110,pear,unripe,attri
1111,pear,white,attri
1112,pear,yellow,attri
1113,tanker,slow,attri
1114,tanker,old,attri
1115,tanker,new,attri
1116,tanker,long,attri
1117,pear,edible,attri
1118,tanker,large,attri
1119,tanker,heavy,attri
1120,tanker,grey,attri
1121,tanker,gray,attri
1122,tanker,giant,attri
1123,tanker,full,attri
1124,tanker,fast,attri
1125,tanker,expensive,attri
1126,tanker,empty,attri
1127,tanker,big,attri
1128,pineapple,delicious,attri
1129,pineapple,edible,attri
1130,pineapple,fresh,attri
1131,pineapple,juicy,attri
1132,pineapple,prickly,attri
1133,tanker,huge,attri
1134,pineapple,ripe,attri
1135,pear,delicious,attri
1136,frigate,powerful,attri
1137,fox,brown,attri
1138,frigate,armed,attri
1139,frigate,armoured,attri
1140,frigate,big,attri
1141,frigate,dangerous,attri
1142,frigate,destructive,attri
1143,frigate,expensive,attri
1144,frigate,fast,attri
1145,frigate,gray,attri
1146,frigate,grey,attri
1147,frigate,heavy,attri
1148,frigate,huge,attri
1149,frigate,large,attri
1150,frigate,long,attri
1151,frigate,slow,attri
1152,frigate,mighty,attri
1153,peach,edible,attri
1154,peach,fresh,attri
1155,peach,fuzzy,attri
1156,peach,juicy,attri
1157,peach,orange,attri
1158,peach,ripe,attri
1159,peach,rotten,attri
