,word1,word2,similarity
226,subroutine,کامپایلر,2.75
227,monarchy,دموکراسی,2.75
228,buckler,محافظ,3.29
229,watercolor painting,قلمو,2.08
230,billionaire,بی‌خانمان,1.58
231,tribunal,عدالت,2.33
232,champion,برنده,3.46
233,flag,میله,1.42
234,sphere,توپ,2.92
235,recession,تولید ناخالص داخلی,1.96
236,insignia,کرامت,0.92
237,worker,دفتر,1.75
238,water,تاج‌گذاری,0.09
239,philosopher,مسابقه,0.0
240,branch,بازو,2.67
241,airport,قطعه,0.04
242,division,ضرب,2.92
243,coast,ناوچه توپدار,1.46
244,moisture,اسپانیایی,0.0
245,cattle,ماست,1.67
246,popcorn,سینما,1.13
247,campaign,میمون,0.0
248,decoration,پاکت نامه,0.17
249,symbol,نوشته رمزی,2.04
250,Si-o-seh pol,پل ریاضی,2.92
251,background,والپیپر,3.71
252,distance education,اینترنت,1.67
253,lizard,دولت,0.09
254,cash flow,رودخانه,0.13
255,dance,لباس,1.08
256,spoon,آبمیوه,0.41
257,water sport,موج‌سواری,3.08
258,woman,شلوار جین,0.79
259,list,آرایه,3.96
260,Darwin,تکامل,2.21
261,Boeing,هواپیما,2.58
262,spirit,بازی‌های المپیک,0.45
263,Queen Victoria,انگلیس,1.96
264,mainboard,مادربورد,4.0
265,gum,نعناع فلفلی,1.75
266,compiler,رویه,2.75
267,Apple,آیفون,2.5
268,sodium chloride,نمک,3.88
269,typhoon,طوفان موسمی,3.46
270,University of Cambridge,دانشگاه آکسفورد,3.29
271,juice,قاشق,0.41
272,protestant,مسیحی,3.17
273,star,سیاره,2.88
274,citrus fruit,گریپ‌فروت,3.29
275,car,تانک,2.46
276,foot,ماسه,0.38
277,machine,رایانه,3.04
278,Boeing 747-200,دم,1.67
279,cell,زندان,3.5
280,politician,پليس,2.04
281,toy,یویو,2.92
282,Mount Everest,کومولانگما,3.96
283,throne,شمشیر,1.08
284,Rome,همدان,2.71
285,wood,پتو,0.38
286,ISIS,اسلام‌هراسی,1.96
287,plant,کشاورزی,2.33
288,novel,نویسنده,2.04
289,teacher,دانش‌آموز,2.33
290,Moscow,اتحادیه اروپا,2.21
291,autonomous car,خودروی خودگردان,4.0
292,flute,موسیقی,2.17
293,zinc,طلا,2.96
294,dictionary,دایرةالمعارف,3.17
295,pygmy hog,گراز,3.42
296,Jerusalem,عبری,1.67
297,web browser,گیا,0.0
298,oat,مزرعه,1.67
299,asteroid,ستاره,2.75
300,International Mathematical Olympiad,نظریه,1.0
301,ball,کره,2.92
302,delta,دریا,2.46
303,neuropsychology,فراروانشناسی,3.13
304,stamen,گرده‌افشانی,2.5
305,angel,اهریمن,2.63
306,Opel,مرسدس,3.17
307,lifestyle,تمدن,1.58
308,Amazon,جنگل,3.04
309,driver,گوگل‌درایو,0.04
310,magma,آتش‌فشان,2.29
311,watch,دامن,1.38
312,affix,پسوند,3.33
313,dinosaur,فیل,2.5
314,blood,ویروس,1.46
315,cathedral,کلیسا,3.46
316,CO2,دی‌اکسید کربن,3.83
317,sword,تخت‌ پادشاهی,1.08
318,economy,اکوسیستم,1.04
319,cloud computing,باران,0.17
320,tunnel,مسیر,2.33
321,congress,پارلمان,3.42
322,gunboat,ساحل,1.46
323,sculpture,تندیس,3.75
324,tuberculosis,ال‌ای‌دی,0.34
325,chemotherapy,سرطان لوزالمعده,1.83
326,yogurt,گاو,1.67
327,island,نیروی دریایی,0.92
328,emperor,فرماندار,3.5
329,cable,جادوگر,0.0
330,happiness,ناراحتی,2.5
331,republic,دوک,1.29
332,Faraday constant,کوله‌پشتی,0.0
333,cryptogram,نماد,2.04
334,fault,سامانه,0.5
335,Paint,فتوشاپ,3.08
336,Nietzsche,چلسی,0.09
337,germ,پاتوژن,3.96
338,coast,کنار دریا,3.83
339,political party,انجمن,2.29
340,ant,مگس,3.0
341,cinema,اپرا,2.79
342,steel,آلیاژ,3.33
343,navy,جزیره,0.92
344,fencing,ژیمناستیک,2.67
345,treatment,عمل جراحی,2.5
346,gallery,وکیل,0.21
347,shower,صومعه,0.04
348,Ban Ki-moon,سازمان ملل متحد,2.33
349,mutual respect,رقابت,1.38
350,telescope,صندلی,0.29
351,operating system,یادگیری عمیق,1.79
352,beach,ساحل,3.83
353,news,سرمقاله,2.17
354,The Last Supper,لئوناردو‌دا‌وینچی,2.21
355,calendar,تعطیلات,2.21
356,nepotism,پادشاه,1.5
357,Joule,فضاپیما,0.45
358,translator,خارجی,1.67
359,handle,پروتئین,0.09
360,sergeant,تفنگ,1.58
361,plane,هلی‌کوپتر,3.17
362,energy,باتری,2.67
363,chart,گراف,3.63
364,AI,باتری,0.42
365,strategy game,استراتژی,1.92
366,global warming,یخچال طبیعی,1.71
367,income,کیفیت زندگی,2.08
368,hashtag,موضوع,2.29
369,tennis,آمار,0.45
370,ice cream,صبحانه,1.29
371,alien,بیگانه,3.63
372,fraud,فساد,3.13
373,earthquake,زلزله,3.96
374,rosewater,روغن گل‌سرخ,3.25
375,suffix,وند,3.33
376,runner,ورزشکار,3.21
377,monastery,دوش,0.04
378,cell membrane,پروویروس,1.42
379,internet,یادگیری از راه دور,1.67
380,handicraft,سنت,1.54
381,pathology,خون‌شناسی,3.0
382,guidebook,راهنما,3.54
383,computer,دستگاه,3.04
384,hardware,جعبه رایانه,2.08
385,coin,پرداخت,1.96
386,source,جعبه,0.29
387,bronchitis,استامینوفن,1.5
388,sugarcane,کمباین,1.04
389,slave,خدمتکار,3.46
390,pedestrian crossing,شخص,1.71
391,screen,مانیتور,3.88
392,Cold War,شوروی,2.08
393,cube,تاس,2.79
394,prophet,کشیش,2.67
395,money,پول نقد,3.52
396,biology,بیوتوپ,1.67
397,cotton,ژاکت,2.0
398,card game,فریزبی,2.5
399,candy,دارچین,1.67
400,seed,کارخانه,0.79
401,Alexander Fleming,پنی‌سیلین,2.25
402,overcast,پيش‌‌بینی,1.63
403,blanket,چوب,0.38
404,actor,هنرپیشه‌,3.71
405,quality of life,درآمد,2.08
406,paper,پوستر,2.71
407,dust,جارو,2.0
408,frame,اصابت,0.25
409,Silk Road,کرم ابریشم,0.54
410,Deutsche Bank,صندوق بین‌المللی پول,2.71
411,muslim,اسقف,1.92
412,provirus,غشای سلول,1.42
413,blood cell,روباه,0.33
414,rain,کولاک,2.75
415,hammer,دندان,0.17
416,Asia,جهان,2.25
417,hematology,آسیب‌شناسی,3.0
418,truck,بسته,0.5
419,table,غروب,0.0
420,number,رقم,3.54
421,poet,روزنامه‌نگار,2.75
422,money laundering,ین,1.5
423,drug,فایزر,2.46
424,iris,استیل کولین,0.79
425,currency,بورس,1.92
426,pineapple,گوشی هوشمند,0.25
427,breakfast,بستنی,1.29
428,truck,ماشین,3.08
429,cherry,توت‌فرنگی,2.92
430,Subway,ساندویچ,2.04
431,scholarship,شهریه,2.67
432,blanket,طوفان,0.88
433,molecule,ماتریس,0.25
434,paper money,کشیش,0.04
435,freedom,واحه,0.29
436,sister,برادر,2.83
437,cellphone,تلفن,3.66
438,IQ,منسا,1.96
439,map,مربع,0.83
440,cable,نمازخانه,0.13
441,globalism,روادید,1.5
442,clock tower,سنگ,0.58
443,century,سال,2.88
444,neurosis,ذهن,1.92
445,hit,قاب,0.25
446,badge,شیشه,0.09
447,geyser,چشمه,3.38
448,lizard,تمساح,2.96
449,guitar,قزل‌آلا,0.0
450,body,لباس زیر,1.54
451,speed,پست,0.41
452,skiing,اسنوبرد,3.21
453,town,شهر,3.54
454,mask,مهمانی,0.88
455,malware,کرم,3.38
456,car,کامیون,3.08
457,envelope,دکوراسیون,0.17
458,engine,پیستون,2.25
459,Hebrew,بیت‌المقدس,1.67
460,climate change,بارش,1.63
461,peppermint,آدامس,1.75
462,Ronaldo,یوتو,0.33
463,stock exchange,بازار بورس,3.08
464,Mensa,آی‌کیو,1.96
465,therapy,رفتارگرایی,2.29
466,writer,رمان,2.04
467,Adidas,نایک,3.25
468,United Nations,پارلمان اروپا,2.63
469,teacher,آموزگار,3.92
470,offender,مجرم,3.71
471,parsley,مافین,1.42
472,story,مداد,1.08
473,exam,سرفصل دروس,2.08
474,body,خون,1.79
475,jumping,حصار,1.25
476,LED,سل,0.34
477,lobster,کوسه نهنگ,2.38
478,nozzle,مایع,1.67
479,car,دوچرخه,2.88
480,Guardian,تایمز,3.08
481,party,نقاب,0.88
482,Chomolungma,کوه اورست,3.96
483,assignment,یادداشت‌برداری,1.96
484,article,نسخه خطی,3.29
485,forest,آمازون,3.04
486,graphic novel,کتاب کامیک,3.17
487,emperor,قانون اساسی,1.21
488,brother,خواهر,2.83
489,snapdragon,شاه‌پسند,3.04
490,glass,نشان,0.09
491,behaviourism,درمان,2.29
492,vocalist,کارمند,1.63
493,Caesar,قیصر,3.96
494,bicycle,ماشین,2.88
495,ice age,قانون,0.0
496,sociobiology,جهش‌یافته,0.96
497,island,شبه‌جزیره,3.21
498,prosecutor,وکیل,3.29
499,motherboard,برداصلی,4.0
500,tram,قطار,3.5
501,archaeology,انسان‌شناسی,2.88
502,Sun,کابل,0.04
503,demon,فرشته,2.63
504,combine,نیشکر,1.04
505,will,قصد,3.46
506,GDP,بحران اقتصادی,1.96
507,program,غذا,0.33
508,king,خویشاوندسالاری,1.5
509,wizard,کابل,0.0
510,Harry Potter,جادوگر,2.83
511,infinity,صفر,2.58
512,visa,جهانی‌گرایی,1.5
513,manuscript,مقاله,3.29
514,man,مظنون,1.08
515,Ebola,ویروس ابولا,4.0
516,valley,فرورفتگی,2.38
517,lock,کلید,2.46
518,stone,چوب,2.42
519,Google Drive,راننده,0.04
520,weapon,کلاه‌ ایمنی,2.08
521,player,مربی,2.79
522,preschool,کودکستان,3.71
523,suspect,مرد,1.08
524,thermodynamics,واکنش زنجیره‌ای,1.71
525,accident,کتاب,0.0
526,harmony,پیانو,1.42
527,guitar,ویولن,3.17
528,trainers,مدال,0.88
529,black hole,خلاء,2.33
530,class,آشفتگی,0.29
531,writer,هدیه,0.17
532,foreigner,مترجم,1.67
533,castle,ديوار,2.0
534,Oxford University,دانشگاه کمبریج,3.29
535,mint,موزه,1.21
536,bid price,لندن,0.25
537,stock,دارایی,2.54
538,parapsychology,نوروسایکولوژی,3.13
539,can,بطری,3.08
540,sea,دلتا,2.46
541,Brexit,مالیات,0.96
542,leaf,جوانه,2.38
543,vector,ماتریس,2.88
544,bank loan,قرض,3.33
545,sculptor,عمارت,1.13
546,ecosystem,اقتصاد,1.04
547,staff,سراینده,1.63
548,Beethoven,جنگ جهانی دوم,0.04
549,theorem,بولتسانو,2.13
550,cloud,دریاچه,1.08
551,snow,یخ,2.88
552,wallpaper,دیواربرگ,3.71
553,show,ریاضی‌دان,0.04
554,performance,تک‌جلوه,2.21
555,priest,اسکناس,0.04
556,chaos,کلاس,0.29
557,corn,جواری,3.96
558,Coca-Cola,کوکا,3.95
559,Shakespeare,دیکنز,3.08
560,pest,آفت‌کش,2.08
561,juice,میلک‌شیک,3.04
562,compass,فیل,0.09
563,root,یونیسف,0.04
564,winner,قهرمان,3.46
565,chess,کیش,1.96
566,window blind,پرده,3.21
567,broom,خاک,2.0
568,pen,مدرسه ابتدایی,1.46
569,capacitor,دیود,3.33
570,chapter,بخش,3.13
571,Nike,آدیداس,3.25
572,mohito,موخیتو,4.0
573,Hamadan,رم,2.71
574,servant,غلام,3.46
575,Latin,آلمانی,3.0
576,lizard,مار,3.06
577,laptop,رایانه کیفی,3.83
578,athlete,دونده,3.21
579,United Nations,بان‌کی‌مون,2.33
580,brightness,ستاره,1.63
581,conqueror,اسکندرکبیر,2.63
582,racism,بیگانه‌هراسی,3.0
583,statue,مجسمه,3.75
584,wind,بوران,3.13
585,development,جذب سرمایه,1.54
586,IMF,دویچه بانک,2.71
587,priest,پیامبر,2.67
588,chain reaction,ترمودینامیک,1.71
589,meadow,چمن‌زار,3.5
590,Persian Empire,کورش,2.0
591,phone,قربانی,0.04
592,altitude,تبدیل,0.13
593,peace,سرباز,1.46
594,city,شهرک,3.54
595,square,نقشه,0.83
596,fence,پرش,1.25
597,underwear,بدن,1.54
598,conversion,ارتفاع,0.13
599,chips,مکان‌نما,0.13
600,sucrose,کربوهیدرات,3.54
601,judge,دادرس,3.58
602,semester,ترم‌تحصیلی,3.75
603,singer,گروه کر,2.71
604,mind,اختلال اعصاب,1.92
605,alloy,فولاد,3.33
606,star,روشنایی,1.63
607,South Pole,رقص,0.0
608,Go,تخته نرد,3.25
609,senate,قانون اساسی,1.92
610,handbook,کتاب راهنما,3.54
611,Quran,اسلام,2.42
612,PlayStation,وی,3.25
613,telephone,تلفن همراه,3.66
614,pathogen,بیمارگر,3.96
615,ball,راکت,2.42
616,nature,گیاه,2.63
617,mind,مفز,3.54
618,sound,صوت‌شناسی,2.33
619,piece,فرودگاه,0.04
620,actress,بازیگر,3.71
621,theorem,نظریه,2.67
622,meteorite,زمین,2.29
623,cyclone,گردباد,3.46
624,case,سخت‌افزار,2.08
625,dress,رقص,1.08
626,Renaissance,عصر نوزایی,4.0
627,historiographer,مورخ,3.79
628,stationery,لژیون دونور,0.0
629,pointer,اسلاید,1.17
630,radar,جوی‌استیک,0.46
631,matrix,بردار,2.88
632,democracy,سلطنت,2.75
633,palace,آسمان‌خراش,2.5
634,historian,تاریخ‌نگار,3.79
635,biscuit,شاهزاده,0.04
636,digit,سيتوپلاسم,0.75
637,snake,مارمولک,3.06
638,shirt,ژاکت,3.17
639,holiday,تقویم,2.21
640,dune,بیابان,2.38
641,sword,محیط,0.0
642,galaxy,اپ,0.21
643,shield,سپر,3.29
644,basketball,بازی حذفی,2.0
645,GTA,اتومبیل‌دزدی بزرگ,3.83
646,rain,رایانش ابری,0.17
647,paint,انقلاب سبز,0.13
648,Mercury,مشتری,3.25
649,American,انگلیسی,3.25
650,Mathematical Bridge,سی‌وسه‌پل,2.92
651,Oscars,استادیوم,0.17
652,stadium,اسکار,0.17
653,student,معلم,2.33
654,polar bear,پاندا,3.27
655,session,بیمار,0.46
656,dice,مکعب,2.79
657,sand,پا,0.38
658,New York,انسان‌شناسی,0.13
659,Leonardo da Vinci,شام آخر,2.21
660,app,کهکشان,0.21
661,strategy,بازی استراتژیکی,1.92
662,Western Union,جهان غرب,0.38
663,mutant,زیست‌جامعه‌شناسی,0.96
664,lantana,میمونی,3.04
665,monkey,کمپین,0.0
666,brainstorming,تلسکوپ,0.0
667,star,سیارک,2.75
668,tuition,بورس تحصیلی,2.67
669,environment,شمشیر,0.0
670,array,لیست,3.96
671,diplomacy,مذاکره,2.83
672,carbohydrate,ساکارز,3.54
673,fundraising,توسعه,1.54
674,encyclopedia,واژه‌نامه,3.17
675,mansion,مجسمه ساز,1.13
676,Google DeepMind,ديپ‌مایند,3.96
677,cotton,پلی‌ستر,3.08
678,information,آنتروپی,1.67
679,alphabet,خودکار,0.79
680,PDF,جی‌پگ,3.0
681,dermatitis,اگزما,4.0
682,elephant,دایناسور,2.5
683,radiator,حسگر,0.79
684,UNICEF,ریشه,0.04
685,Tiger Woods,بیشه‌زار,0.21
686,acid,باز,2.75
687,polyhedron,بازیگر,0.0
688,world,آسیا,2.25
689,worm,بدافزار,3.38
690,intention,خواست,3.46
691,World War II,بتهوون,0.04
692,wood,سنگ,2.42
693,elephant,قطب‌نما,0.09
694,drawing,شورش,0.08
695,forecast,ابری,1.63
696,syllabus,امتحان,2.08
697,biotope,بیولوژی,1.67
698,defence,نیروهای مسلح,2.13
699,Baku,سرزمین موعود,0.71
700,sunset,میز,0.0
701,heat,گرمایش جهانی,2.38
702,Clinton,اوباما,3.21
703,note-taking,تکلیف,1.96
704,cinema,ذرت‌ بو داده,1.13
705,honor,عزت,3.38
706,debt,وام,3.33
707,violin,گیتار,3.17
708,Star Wars,موتزارت,0.0
709,statistical measure,امید به زندگی,2.83
710,duke,جمهوری,1.29
711,multiple sclerosis,ام‌اس,3.96
712,heavy metal,صحنه,1.13
713,dream,آسمان,0.54
714,distance,پرسپکتیو,1.96
715,pencil,داستان,1.08
716,movie,نقش مکمل,1.88
717,planet,ستاره,2.88
718,Chelsea,نیچه,0.09
719,homework,انشا,2.46
720,topic,برچسب,2.29
721,curtain,کرکره,3.21
722,agriculture,گیاه,2.33
723,button,چرخ‌خیاطی,1.54
724,exchange,پول,1.92
725,battery,انرژی,2.67
726,music,فلوت,2.17
727,grapefruit,مرکبات,3.29
728,multiplication,تقسیم,2.92
729,tsunami,دریا,2.08
730,notebook,لپ‌تاپ,3.83
731,graph,چارت,3.63
732,life expectancy,شاخص آماری,2.83
733,oasis,آزادی,0.29
734,field,جو,1.67
735,Bolzano,قضیه,2.13
736,disk,شارژر,1.29
737,film,تئاتر,2.67
738,book,کتاب خطی,3.25
739,payment,سکه,1.96
740,gender discrimination,تبعیض جنسیتی,3.96
741,Ebola virus,ابولا,4.0
742,umbrella,بخاری,0.25
743,basmati,برنج ژاسمین,3.42
744,astronomer,کهکشان,1.71
745,virus,خون‌,1.46
746,window,ابر,0.63
747,rhythm,شعر,1.92
748,coronation,آب,0.09
749,seedling,برگ,2.38
750,soldier,صلح,1.46
751,negotiation,دیپلماسی,2.83
752,journalist,شاعر,2.75
753,brush,آبرنگ,2.08
754,Julius Caesar,سزار,3.96
755,lake,حواصیل خاکستری,1.33
756,potato,برنج,2.67
757,protein,دستگیره,0.09
758,digit,عدد,3.54
759,plane,بوئینگ,2.58
760,Middle East,فرات,1.75
761,competition,احترام متقابل,1.38
762,strawberry,گیلاس,2.92
763,snowboard,اسکی,3.21
764,Gospel,کتاب مقدس,3.33
765,constitution,مجلس سنا,1.92
766,rhythm,آهنگ,3.38
767,mojito,موهیتو,4.0
768,Penicillin,الکساندرفلمینگ,2.25
769,actor,تلویزیون,1.92
770,notebook,تفنگ,0.17
771,language,زبان مادری,3.21
772,legend,پند,0.79
773,gray heron,دریاچه,1.33
774,gun,گروهبان,1.58
775,flag,پرچم انگلستان,3.13
776,JPEG,پی‌دی‌اف,3.0
777,flora,مرورگر وب,0.0
778,Green Revolution,رنگ,0.13
779,justice,محکمه,2.33
780,English,آمریکایی,3.25
781,kindergarten,پيش‌دبستان,3.71
782,squall,باد,3.13
783,theatre,فیلم,2.67
784,tradition,صنایع دستی,1.54
785,moral,افسانه,0.79
786,government,مارمولک,0.09
787,cardigan,لباس,3.17
788,glacier,گرمایش جهانی,1.71
789,lawyer,نمایشگاه,0.21
790,peninsula,جزیره,3.21
791,ruler,پادشاه,3.71
792,exit,رای,0.25
793,pole,پرچم,1.42
794,freedom,آزادی,3.92
795,governor,امپراطور,3.5
796,uniform,قلاب‌دوزی,0.88
797,patriotism,سرود ملی,2.25
798,armed forces,دفاع,2.13
799,xenophobia,نژادپرستی,3.0
800,tax,برگزیت,0.96
801,editorial,اخبار,2.17
802,snow,بهمن,2.21
803,lawyer,دادستان,3.29
804,electricity,جعبه,0.38
805,octopus,پاولِ هشت‌پا,3.46
806,roof,پنجره,2.38
807,artwork,هنرمند,2.13
808,self-driving car,خودروی روباتیک,4.0
809,manuscript,کتاب,3.25
810,homeless,میلیاردر,1.58
811,playoff,بسکتبال,2.0
812,theory,فرضیه,3.42
813,ring,عقد,1.29
814,mathematician,نمایش,0.04
815,hypothesis,نظریه,3.42
816,engagement,انگشتر,1.29
817,bat,خون‌آشام,2.33
818,supporter,کریکت,1.54
819,dollar,میلیونر,2.0
820,skyscraper,کاخ,2.5
821,Cyrus,امپراتوری ایران,2.0
822,Union Jack,پرچم,3.13
823,swimming pool,قانون,0.08
824,working class,کارخانه,1.71
825,Promised Land,باکو,0.71
826,cameo,اجرا,2.21
827,piano,هارمونی,1.42
828,Legion of Honour,لوازم تحریر,0.0
829,lake,ابر,1.08
830,Photoshop,پینت,3.08
831,milkshake,آبمیوه,3.04
832,office,کارمند,1.75
833,stone,برج‌ساعت,0.58
834,television,نمایشنامه‌نویس,1.63
835,person,شخصیت,2.58
836,lock-up,سلول,3.5
837,paddy,سیب‌زمینی,2.67
838,monitor,نمایشگر,3.88
839,protein molecule,گیرنده,3.21
840,panda,خرس قطبی,3.27
841,web browser,موزیلا فایرفاکس,3.42
842,screenwriter,تلویزیون,1.63
843,vexillology,پرچم,2.29
844,church,کلیسای جامع,3.46
845,frisbee,ورق‌بازی,2.5
846,flag,پرچم‌شناسی,2.29
847,parliament,کنگره,3.42
848,videogame,بازی کامپيوتری,3.25
849,Siemens,قطار برقی,1.79
