,similarity,word1,word2
254,2.9411764710000003,ангола,военный
255,2.357142857,химия,пациент
256,3.071428571,мюнхен,конституция
257,3.266666667,фортепиано,театр
258,3.8,поэзия,художник
259,1.769230769,акр,сжечь
260,2.076923077,религия,аборт
261,4.533333333,джаз,музыка
262,3.0,правительство,транспорт
263,2.5333333330000003,цвета,вино
264,1.692307692,джексон,квота
265,3.642857143,шарифф,заместитель
266,2.0,лодка,негр
267,2.933333333,съёмка,приговорить
268,2.416666667,республиканец,фридман
269,2.5,политика,брокерский
270,3.357142857,русский,сталин
271,2.5,любовь,филипп
272,3.733333333,ядерный,завод
273,3.076923077,ямайка,королева
274,1.846153846,доллар,убежище
275,2.785714286,мост,гребля
276,4.0,берлин,германия
277,4.714285714,похороны,смерть
278,4.266666667,альберт,эйнштейн
279,3.857142857,залив,берег
280,3.266666667,эквадор,аргентина
281,3.714285714,великобритания,франция
282,3.866666667,спортивный,оценка
283,3.785714286,социализм,капитализм
284,4.166666667,договор,мир
285,4.266666667,обмен,рынок
286,4.333333333,брак,юбилей
