,word1,word2,similarity
460,fencing,gimnasia,2.42
461,semester,trimestre,3.46
462,foreigner,traductor,1.5
463,Quran,Islam,2.58
464,fluid,boquilla,1.5
465,number,dígito,3.88
466,truck,paquete,0.8
467,rhythm,poema,1.54
468,Cyrus,Imperio persa,2.08
469,sodium chloride,sal,3.92
470,multiplication,división,2.79
471,speed,correo,0.17
472,lizard,cocodrilo,3.25
473,check,ajedrez,1.79
474,cathedral,iglesia,3.42
475,dream,cielo,0.54
476,judge,magistrado,3.63
477,chapter,episodio,3.25
478,Queen Victoria,Inglaterra,1.79
479,jacket,agua mineral,0.0
480,IQ,Mensa,1.92
481,recession,PIB,1.67
482,pen,escuela primaria,1.13
483,umbrella,calibre,0.0
484,blizzard,lluvia,2.67
485,structure,topología,1.88
486,orchestra,banda,3.29
487,Zara,mallas,1.46
488,orange,cítrico,3.0
489,apocalypse,fuego,1.17
490,Bayern Munich,Juventus,3.04
491,wood,manta,0.29
492,cadence,ritmo,3.46
493,gravity,meteorito,0.83
494,tradition,artesanía,1.75
495,lifestyle,civilización,1.42
496,novel,escritor,1.88
497,theatre,batería,0.0
498,mansion,escultor,1.08
499,capacitor,diodo,2.83
500,globalism,visa,1.33
501,job,herramienta,1.04
502,root,UNICEF,0.0
503,graphic novel,tebeo,3.33
504,tuition,beca,2.29
505,envelope,decoración,0.13
506,bishop,musulmán,1.42
507,polar bear,oso panda,3.21
508,stadium,Oscars,0.04
509,Coca-Cola,bebida de cola,3.88
510,Paul the Octopus,pulpo,3.25
511,lock-up,celda,3.04
512,soccer,fútbol,4.0
513,elephant,dinosaurio,2.17
514,cameo,actuación,2.75
515,beach,costa,3.54
516,Cold War,Unión Soviética,2.33
517,ball,esfera,2.75
518,castle,muro,2.13
519,Fox Terrier,Canon,0.0
520,Microsoft,Celsius,0.04
521,square,mapa,1.0
522,poster,papel,2.67
523,scholarship,matrícula,2.29
524,mineral water,chaqueta,0.0
525,bicycle,coche,2.75
526,Star Wars,Mozart,0.0
527,Opel,Mercedes,3.25
528,can,botella,3.25
529,player,entrenador,2.58
530,stationery,Legión de Honor,0.0
531,carbohydrate,sacarosa,3.29
532,LED,tuberculosis,0.0
533,parsley,magdalena,0.79
534,mine,roca,1.79
535,Joule,astronave,0.38
536,heat,calentamiento global,2.38
537,island,península,2.96
538,sunset,mesa,0.0
539,gift,escritor,0.17
540,bid price,Londres,0.29
541,Bible,Evangelio,3.25
542,person,personaje,2.63
543,deep learning,sistema operativo,1.25
544,shirt,rebeca,3.08
545,star,brillo,1.38
546,past,antecedente,2.5
547,man,sospechoso,1.17
548,island,marina,1.04
549,earthquake,temblor,3.67
550,coast,playa,3.54
551,book,manuscrito,3.17
552,liberty,libertad,4.0
553,fossil fuel,fósil,1.96
554,algebra,operación,1.79
555,Subway,bocadillo,1.67
556,manuscript,libro,3.17
557,wall,castillo,2.13
558,anthropology,Nueva York,0.21
559,stone,torre del reloj,0.67
560,dinosaur,elefante,2.17
561,fence,salto,1.38
562,cellphone,teléfono,3.71
563,London,precio de licitación,0.29
564,handicraft,tradición,1.75
565,racing,filósofo,0.25
566,asset,existencias,2.38
567,Euphrates,Oriente Medio,1.63
568,exit,sufragio,0.04
569,congress,parlamento,3.63
570,MS,esclerosis múltiple,3.96
571,Federer,Dylan,0.46
572,hashtag,tema,2.54
573,matrix,vector,2.88
574,JPY,blanqueo de dinero,1.38
575,lamp,genio,1.63
576,blood,cuerpo,1.75
577,actress,actor,3.46
578,sculptor,mansión,1.08
579,geyser,manantial,2.96
580,Hadoop,pantalla táctil,0.67
581,film,teatro,1.96
582,helmet,arma,1.75
583,simulation,robótica,1.33
584,citrus fruit,pomelo,3.38
585,protein,pomo,0.0
586,performance,cameo,2.75
587,band,orquesta,3.29
588,emperor,gobernador,3.29
589,Siemens,tren eléctrico,1.75
590,city center,autobús,0.75
591,development,recaudación de fondos,1.13
592,Celsius,Microsoft,0.04
593,champion,ganador,3.71
594,street,Spider-Man,0.34
595,crime,ataque,2.75
596,statute,glaciación,0.0
597,Gospel,Biblia,3.25
598,star,asteroide,2.46
599,toy,yoyó,2.83
600,tunnel,camino,1.83
601,illustration,ampolla,0.0
602,symbol,criptograma,2.79
603,shield,broquel,3.25
604,dignity,insignia,0.88
605,window,techo,2.08
606,brother,hermana,3.04
607,culture,sociedad,2.67
608,operation,álgebra,1.79
609,global warming,calor,2.38
610,theory,teorema,2.42
611,Darwin,evolución,2.79
612,money laundering,JPY,1.38
613,working class,planta,1.83
614,anthropology,arqueología,2.54
615,Latin,alemán,2.71
616,sociobiology,mutante,0.67
617,cattle,yogurt,1.04
618,century,año,2.83
619,criminal,delincuente,3.54
620,mutant,sociobiología,0.67
621,pancreatic cancer,quimioterapia,1.79
622,overcast,pronóstico,1.71
623,information,entropía,2.17
624,myth,sátira,1.83
625,seedling,hoja,1.96
626,motherboard,placa base,4.0
627,cell,cárcel,3.04
628,kindergarten,preescolar,3.63
629,tsunami,mar,1.86
630,Grand Theft Auto,GTA,4.0
631,blood cell,zorro,0.21
632,stone,madera,2.42
633,coach,jugador,2.58
634,tank,coche,2.33
635,negotiation,diplomacia,2.67
636,oasis,libertad,0.41
637,Gmail,Yahoo,2.54
638,sonnet,belleza,1.5
639,freedom,libertad,4.0
640,plant,agricultura,2.08
641,button,máquina de coser,1.38
642,diplomacy,negociación,2.67
643,Nietzsche,Chelsea,0.09
644,Si-o-seh pol,Mathematical Bridge,3.13
645,water,sequía,1.71
646,television,guionista,1.46
647,radiator,sensor,1.04
648,political party,asociación,2.17
649,therapy,conductismo,2.17
650,pesticide,peste,1.5
651,ring,compromiso,1.46
652,radar,joystick,0.67
653,Faraday constant,mochila,0.0
654,Snakes and Ladders,juego de la soga,1.96
655,crown,llave,0.17
656,Yahoo,Gmail,2.54
657,medal,zapatillas,0.25
658,millionaire,dólar,1.83
659,rain,computación en la nube,0.0
660,exchange,moneda,1.5
661,ISIS,islamofobia,1.79
662,harmony,piano,1.46
663,monastery,ducha,0.08
664,calendar,vacaciones,2.0
665,standard deviation,acumulación,0.75
666,cytoplasm,dedo,0.8
667,swimming pool,ley,0.04
668,freedom,oasis,0.41
669,silkworm,oruga,3.42
670,rear,cola,3.13
671,stage,heavy metal,1.29
672,tram,tren,3.46
673,club,marca,0.67
674,post,velocidad,0.17
675,suffix,afijo,3.33
676,yogurt,ganado,1.04
677,poet,periodista,2.17
678,peace,soldado,0.96
679,sweater,algodón,1.79
680,cherry,fresa,3.08
681,alphabet,bolígrafo,0.63
682,videogame,juego de ordenador,3.46
683,cell membrane,provirus,1.71
684,oat,campo,1.38
685,machine,ordenador,3.13
686,coronation,agua,0.0
687,chart,gráfico,3.67
688,rain,granizo,3.04
689,division,multiplicación,2.79
690,cricket,seguidor,1.42
691,seed,molino,0.92
692,victim,teléfono,0.29
693,conversion,altitud,0.21
694,moral,leyenda,1.29
695,zero,infinito,2.38
696,body,sangre,1.75
697,brainstorming,telescopio,0.0
698,civilization,estilo de vida,1.42
699,ice age,estatuto,0.0
700,constitution,emperador,0.92
701,citrus,naranja,3.0
702,campaign,mono,0.0
703,snowboard,esquí,3.17
704,ruler,rey,3.46
705,flag,Union Jack,2.92
706,happiness,tristeza,2.46
707,campus,universidad,2.75
708,viscosity,salpicadura,1.54
709,Sun,cable,0.04
710,WikiLeaks,Wifi,0.34
711,sea,delta,2.29
712,prophet,sacerdote,2.42
713,alliance,OTAN,3.04
714,valley,depresión,2.5
715,Ronaldo,U2,0.21
716,engine,pistón,2.25
717,gum,menta,1.71
718,dairy,miel,0.67
719,environment,espada,0.0
720,music,flauta,1.92
721,television,actor,1.58
722,Go,backgammon,2.96
723,chapel,cable,0.13
724,ice cream,desayuno,1.17
725,fly,hormiga,2.96
726,heavy metal,escenario,1.29
727,cryptogram,símbolo,2.79
728,protestant,cristiano,3.38
729,sultan,ministerio,1.08
730,tail,Boeing 747-200,1.58
731,film,nihilismo,0.09
732,uniform,ganchillo,0.79
733,Spanish,humedad,0.0
734,racism,xenofobia,3.63
735,instructor,profesor,3.83
736,program,comida,0.38
737,stock,activo,2.38
738,holiday,calendario,2.0
739,performer,canción,1.63
740,pencil,historia,0.63
741,strategy game,estrategia,2.0
742,sandwich,Subway,1.67
743,duke,república,0.83
744,tail,retaguardia,3.13
745,suidae,jabalí enano,3.38
746,Penicillin,Alexander Fleming,2.54
747,jasmine rice,basmati,3.42
748,parcel,camión,0.8
749,driver,Google Drive,0.0
750,Ebola,virus del Ébola,3.96
751,spirit,Juegos Olímpicos,0.79
752,planet,estrella,2.75
753,background,fondo de pantalla,3.04
754,squall,viento,2.79
755,rucksack,constante de Faraday,0.0
756,milkshake,zumo,3.08
757,lizard,serpiente,2.83
758,backgammon,Go,2.96
759,serial killer,asesino,3.58
760,Europe,Tratado de Maastricht,1.96
761,brightness,estrella,1.38
762,handbook,guía,3.58
763,screenwriter,televisión,1.46
764,car,camión,3.13
765,king,gobernante,3.46
766,gold,zinc,2.96
767,lawyer,fiscal,3.29
768,altitude,conversión,0.21
769,drawing,revuelta,0.04
770,octopus,pulpo Paul,3.25
771,Google DeepMind,DeepMind,3.88
772,charger,disco,0.67
773,style,moda,3.0
774,screen,fonología,0.0
775,leggings,Zara,1.46
776,subroutine,compilador,2.33
777,society,cultura,2.67
778,cube,dados,2.5
779,accident,libro,0.0
780,mutual respect,competición,1.08
781,neuropsychology,parapsicología,2.71
782,engagement,anillo,1.46
783,snow,hielo,3.0
784,drought,agua,1.71
785,film,película,3.88
786,Oxford University,Universidad de Cambridge,3.21
787,juice,batido,3.08
788,encyclopedia,diccionario,3.0
789,digit,número,3.88
790,germ,patógeno,3.83
791,decoration,sobre,0.13
792,Wii,PlayStation,3.21
793,rosewater,esencia de rosas,3.08
794,honey,lechería,0.67
795,surgical operation,tratamiento,2.33
796,laptop,ordenador portátil,4.0
797,theorem,Bolzano,1.88
798,gale,manta,0.25
799,frame,golpe,0.21
800,corruption,fraude,3.13
801,splash,viscosidad,1.54
802,policeman,político,2.33
803,bipolar disorder,problema,1.96
804,phone,víctima,0.29
805,car,bicicleta,2.75
806,Mathematical Bridge,Si-o-seh pol,3.13
807,term,semestre,3.46
808,piece,aeropuerto,0.08
809,islamophobia,EI,1.79
810,sucrose,carbohidrato,3.29
811,coast,cañonero,1.33
812,wallpaper,fondo,3.04
813,paper,póster,2.67
814,murderer,asesino en serie,3.58
815,telescope,silla,0.17
816,accumulation,desviación estándar,0.75
817,notebook,arma,0.0
818,Mount Everest,Chomolungma,3.92
819,whale shark,langosta,2.21
820,topology,estructura,1.88
821,asteroid,estrella,2.46
822,PlayStation,Wii,3.21
823,Chelsea,Nietzsche,0.09
824,cinnamon,caramelo,1.67
825,notebook,portátil,4.0
826,Boeing,avión,3.08
827,NATO,alianza,3.04
828,electricity,funda,0.25
829,hail,lluvia,3.04
830,caterpillar,gusano de seda,3.42
831,Mercedes,Opel,3.25
832,broom,polvo,1.71
833,ministry,sultán,1.08
834,wind,borrasca,2.79
835,Oscars,estadio,0.04
836,truck,coche,3.13
837,nepotism,rey,1.25
838,strawberry,cereza,3.08
839,hammer,dientes,0.0
840,shower,monasterio,0.08
841,cloud computing,lluvia,0.0
842,income,calidad de vida,2.04
843,Union Jack,bandera,2.92
844,Western Union,mundo occidental,0.29
845,historian,historiógrafo,3.63
846,payment,moneda,1.83
847,chess,jaque,1.79
848,nozzle,fluido,1.5
849,dust,escoba,1.71
850,blister,ilustración,0.0
851,water sport,surf,3.08
852,Baku,Tierra Prometida,0.42
853,throne,espada,1.25
854,constitution,senado,1.63
855,fault,sistema,0.7
856,Tiger Woods,bosque,0.08
857,basilica,mosaico,1.54
858,tool,trabajo,1.04
859,book,accidente,0.0
860,assignment,apuntes,1.92
861,parapsychology,neuropsicología,2.71
862,harbor,envoltorio,0.04
863,agriculture,planta,2.08
864,United Nations,Ban Ki-moon,2.38
865,treatment,operación quirúrgica,2.33
866,Dell,Dingle,0.0
867,Maastricht Treaty,Europa,1.96
868,ecosystem,economía,0.75
869,Hamadan,Roma,2.38
870,Pfizer,medicamento,2.46
871,mathematician,espectáculo,0.04
872,currency,intercambio,1.5
873,mind,neurosis,1.71
874,forecast,nubosidad,1.71
875,fundraising,desarrollo,1.13
876,path,túnel,1.83
877,dance,Polo Sur,0.0
878,German,latín,2.71
879,gymnastics,esgrima,2.42
880,servant,esclavo,3.33
881,neurosis,mente,1.71
882,moisture,español,0.0
883,Plato,Aristóteles,3.17
884,Asia,mundo,2.33
885,thermodynamics,reacción en cadena,1.83
886,life expectancy,medida estadística,2.21
887,theorem,teoría,2.42
888,equator,El Niño,0.96
889,manuscript,artículo,3.46
890,graph,gráfica,3.67
891,Bolzano,teorema,1.88
892,peninsula,isla,2.96
893,somatotropin,hormona del crecimiento,3.88
894,WiFi,WikiLeaks,0.34
895,blood,virus,1.38
896,movie,actor secundario,1.58
897,bottle,lata,3.25
898,battery,IA,0.25
899,juice,cuchara,0.54
900,Rome,Hamedan,2.38
901,party,máscara,1.25
902,entropy,información,2.17
903,desert,duna,2.29
904,touchscreen,Hadoop,0.67
905,Apple,iPhone,2.54
906,hit,marco,0.21
907,emperor,constitución,0.92
908,Western world,Western Union,0.29
909,foot,arena,0.55
910,boss,director,3.21
911,watercolor painting,brocha,2.21
912,badge,vaso,0.0
913,disk,cargador,0.67
914,smartphone,piña,0.0
915,Guardian,Times,3.17
916,U2,Ronaldo,0.21
917,distance,perspectiva,1.63
918,artist,obra de arte,2.25
919,lake,nube,0.7
920,UNICEF,raíz,0.0
921,Beethoven,Segunda Guerra Mundial,0.04
922,financial market,Wall Street,3.0
923,football,balompié,4.0
924,defence,fuerzas armadas,2.42
925,character,persona,2.63
926,flora,navegador web,0.0
927,sand,pie,0.55
928,homework,redacción,2.33
929,republic,duque,0.83
930,molecule,matriz,0.13
931,affix,sufijo,3.33
932,plant,clase obrera,1.83
933,comic book,novela gráfica,3.33
934,sugarcane,cosechadora,1.0
935,caliber,paraguas,0.0
936,Persian Empire,Ciro,2.08
937,hematology,patología,2.79
938,mill,semilla,0.92
939,lantana,boca de dragón,3.08
940,story,lápiz,0.63
941,Dickens,Shakespeare,2.92
