,type,word1,word2,word3,target
93,6,custom,society,rule,game
94,6,custom,society,contest,debate
95,6,hypothesis,evidence,testimony,trial
96,6,hypothesis,evidence,ballot,election
97,6,hypothesis,evidence,rule,game
98,6,hypothesis,evidence,contest,debate
99,6,testimony,trial,ballot,election
100,6,testimony,trial,rule,game
101,6,testimony,trial,contest,debate
102,6,ballot,election,rule,game
103,6,ballot,election,contest,debate
104,6,rule,game,contest,debate
105,7,tunnel,mine,conduit,fluid
106,7,tunnel,mine,corner,intersection
107,7,tunnel,mine,sign,detour
108,7,tunnel,mine,aisle,seat
109,7,tunnel,mine,corridor,building
110,7,conduit,fluid,corner,intersection
111,7,conduit,fluid,sign,detour
112,7,conduit,fluid,aisle,seat
113,7,conduit,fluid,corridor,building
114,7,corner,intersection,sign,detour
115,7,corner,intersection,aisle,seat
116,7,corner,intersection,corridor,building
117,7,sign,detour,aisle,seat
118,7,sign,detour,corridor,building
119,7,aisle,seat,corridor,building
120,8,diversion,boredom,assurance,uncertainty
121,8,diversion,boredom,enmity,hatred
122,8,diversion,boredom,secrecy,curiosity
123,8,diversion,boredom,reward,deed
124,8,diversion,boredom,sluggishness,fatigue
125,8,assurance,uncertainty,enmity,hatred
126,8,assurance,uncertainty,secrecy,curiosity
127,8,assurance,uncertainty,reward,deed
128,8,assurance,uncertainty,sluggishness,fatigue
129,8,enmity,hatred,secrecy,curiosity
130,8,enmity,hatred,reward,deed
131,8,enmity,hatred,sluggishness,fatigue
132,8,secrecy,curiosity,reward,deed
133,8,secrecy,curiosity,sluggishness,fatigue
134,8,reward,deed,sluggishness,fatigue
135,9,thicket,shrubs,grove,trees
136,9,thicket,shrubs,orchard,apples
137,9,thicket,shrubs,pasture,cows
138,9,thicket,shrubs,reef,waves
139,9,thicket,shrubs,crop,plants
140,9,grove,trees,orchard,apples
141,9,grove,trees,pasture,cows
142,9,grove,trees,reef,waves
143,9,grove,trees,crop,plants
144,9,orchard,apples,pasture,cows
145,9,orchard,apples,reef,waves
146,9,orchard,apples,crop,plants
147,9,pasture,cows,reef,waves
148,9,pasture,cows,crop,plants
149,9,reef,waves,crop,plants
150,10,condescending,respect,bashful,attention
151,10,condescending,respect,obliging,thanks
152,10,condescending,respect,insecure,doubt
153,10,condescending,respect,merciless,compassion
154,10,condescending,respect,pathetic,pity
155,10,bashful,attention,obliging,thanks
156,10,bashful,attention,insecure,doubt
157,10,bashful,attention,merciless,compassion
158,10,bashful,attention,pathetic,pity
159,10,obliging,thanks,insecure,doubt
160,10,obliging,thanks,merciless,compassion
161,10,obliging,thanks,pathetic,pity
162,10,insecure,doubt,merciless,compassion
163,10,insecure,doubt,pathetic,pity
164,10,merciless,compassion,pathetic,pity
165,11,livid,anger,querulous,reconciliation
166,11,livid,anger,forlorn,hope
167,11,livid,anger,radiant,happiness
168,11,livid,anger,graceful,posture
169,11,livid,anger,marvelous,wonder
170,11,querulous,reconciliation,forlorn,hope
171,11,querulous,reconciliation,radiant,happiness
172,11,querulous,reconciliation,graceful,posture
173,11,querulous,reconciliation,marvelous,wonder
174,11,forlorn,hope,radiant,happiness
175,11,forlorn,hope,graceful,posture
176,11,forlorn,hope,marvelous,wonder
177,11,radiant,happiness,graceful,posture
178,11,radiant,happiness,marvelous,wonder
179,11,graceful,posture,marvelous,wonder
180,12,fathom,depth,amplify,volume
181,12,fathom,depth,overflow,capacity
182,12,fathom,depth,appraise,value
183,12,fathom,depth,stump,answer
184,12,fathom,depth,weigh,scale
185,12,amplify,volume,overflow,capacity
186,12,amplify,volume,appraise,value
187,12,amplify,volume,stump,answer
188,12,amplify,volume,weigh,scale
189,12,overflow,capacity,appraise,value
190,12,overflow,capacity,stump,answer
191,12,overflow,capacity,weigh,scale
192,12,appraise,value,stump,answer
193,12,appraise,value,weigh,scale
194,12,stump,answer,weigh,scale
195,13,remuneration,labor,gratuity,bonus
196,13,remuneration,labor,apology,regret
197,13,remuneration,labor,pledge,donation
198,13,remuneration,labor,trophy,victory
199,13,remuneration,labor,debt,loan
200,13,gratuity,bonus,apology,regret
201,13,gratuity,bonus,pledge,donation
202,13,gratuity,bonus,trophy,victory
203,13,gratuity,bonus,debt,loan
204,13,apology,regret,pledge,donation
205,13,apology,regret,trophy,victory
206,13,apology,regret,debt,loan
207,13,pledge,donation,trophy,victory
208,13,pledge,donation,debt,loan
209,13,trophy,victory,debt,loan
210,14,tutor,pupil,patron,client
211,14,tutor,pupil,coach,athlete
212,14,tutor,pupil,waiter,diner
213,14,tutor,pupil,driver,passenger
214,14,tutor,pupil,novelist,writer
215,14,patron,client,coach,athlete
216,14,patron,client,waiter,diner
217,14,patron,client,driver,passenger
218,14,patron,client,novelist,writer
219,14,coach,athlete,waiter,diner
220,14,coach,athlete,driver,passenger
221,14,coach,athlete,novelist,writer
222,14,waiter,diner,driver,passenger
223,14,waiter,diner,novelist,writer
224,14,driver,passenger,novelist,writer
225,15,decorate,plain,create,talented
226,15,decorate,plain,mend,repaired
227,15,decorate,plain,cook,raw
228,15,decorate,plain,sing,vocal
229,15,decorate,plain,narrate,fictitious
230,15,create,talented,mend,repaired
231,15,create,talented,cook,raw
232,15,create,talented,sing,vocal
233,15,create,talented,narrate,fictitious
234,15,mend,repaired,cook,raw
235,15,mend,repaired,sing,vocal
236,15,mend,repaired,narrate,fictitious
237,15,cook,raw,sing,vocal
238,15,cook,raw,narrate,fictitious
239,15,sing,vocal,narrate,fictitious
240,16,pallid,color,vital,energy
241,16,pallid,color,parched,moisture
242,16,pallid,color,restrained,limit
243,16,pallid,color,measured,quantity
244,16,pallid,color,deliberate,intention
245,16,vital,energy,parched,moisture
246,16,vital,energy,restrained,limit
247,16,vital,energy,measured,quantity
248,16,vital,energy,deliberate,intention
249,16,parched,moisture,restrained,limit
250,16,parched,moisture,measured,quantity
251,16,parched,moisture,deliberate,intention
252,16,restrained,limit,measured,quantity
253,16,restrained,limit,deliberate,intention
254,16,measured,quantity,deliberate,intention
255,17,drift,move,sprint,run
256,17,drift,move,boil,heat
257,17,drift,move,ramble,walk
258,17,drift,move,evade,elude
259,17,drift,move,crawl,creep
260,17,sprint,run,boil,heat
261,17,sprint,run,ramble,walk
262,17,sprint,run,evade,elude
263,17,sprint,run,crawl,creep
264,17,boil,heat,ramble,walk
265,17,boil,heat,evade,elude
266,17,boil,heat,crawl,creep
267,17,ramble,walk,evade,elude
268,17,ramble,walk,crawl,creep
269,17,evade,elude,crawl,creep
270,18,crass,refinement,inefficient,time
271,18,crass,refinement,prudent,discretion
272,18,crass,refinement,clairvoyant,perception
273,18,crass,refinement,inept,mistake
274,18,crass,refinement,pretentious,modesty
275,18,inefficient,time,prudent,discretion
276,18,inefficient,time,clairvoyant,perception
277,18,inefficient,time,inept,mistake
278,18,inefficient,time,pretentious,modesty
279,18,prudent,discretion,clairvoyant,perception
280,18,prudent,discretion,inept,mistake
281,18,prudent,discretion,pretentious,modesty
282,18,clairvoyant,perception,inept,mistake
283,18,clairvoyant,perception,pretentious,modesty
284,18,inept,mistake,pretentious,modesty
285,19,pariah,ostracism,idol,adulation
286,19,pariah,ostracism,gourmand,food
287,19,pariah,ostracism,scapegoat,symbol
288,19,pariah,ostracism,collector,ownership
289,19,pariah,ostracism,protagonist,narrative
290,19,idol,adulation,gourmand,food
291,19,idol,adulation,scapegoat,symbol
292,19,idol,adulation,collector,ownership
293,19,idol,adulation,protagonist,narrative
294,19,gourmand,food,scapegoat,symbol
295,19,gourmand,food,collector,ownership
296,19,gourmand,food,protagonist,narrative
297,19,scapegoat,symbol,collector,ownership
298,19,scapegoat,symbol,protagonist,narrative
299,19,collector,ownership,protagonist,narrative
300,20,audience,theater,crew,ship
301,20,audience,theater,scholars,library
302,20,audience,theater,group,society
303,20,audience,theater,spectators,arena
304,20,audience,theater,actors,stage
305,20,crew,ship,scholars,library
306,20,crew,ship,group,society
307,20,crew,ship,spectators,arena
308,20,crew,ship,actors,stage
309,20,scholars,library,group,society
310,20,scholars,library,spectators,arena
311,20,scholars,library,actors,stage
312,20,group,society,spectators,arena
313,20,group,society,actors,stage
314,20,spectators,arena,actors,stage
315,21,quart,volume,day,night
316,21,quart,volume,mile,distance
317,21,quart,volume,decade,century
318,21,quart,volume,friction,heat
319,21,quart,volume,part,whole
320,21,day,night,mile,distance
321,21,day,night,decade,century
322,21,day,night,friction,heat
323,21,day,night,part,whole
324,21,mile,distance,decade,century
325,21,mile,distance,friction,heat
326,21,mile,distance,part,whole
327,21,decade,century,friction,heat
328,21,decade,century,part,whole
329,21,friction,heat,part,whole
330,22,cartographer,maps,architect,blueprints
331,22,cartographer,maps,bibliographer,books
332,22,cartographer,maps,curator,artworks
333,22,cartographer,maps,traveler,countries
334,22,cartographer,maps,surveyor,instruments
335,22,architect,blueprints,bibliographer,books
336,22,architect,blueprints,curator,artworks
337,22,architect,blueprints,traveler,countries
338,22,architect,blueprints,surveyor,instruments
339,22,bibliographer,books,curator,artworks
340,22,bibliographer,books,traveler,countries
341,22,bibliographer,books,surveyor,instruments
342,22,curator,artworks,traveler,countries
343,22,curator,artworks,surveyor,instruments
344,22,traveler,countries,surveyor,instruments
345,23,abrasive,skin,flammable,fire
346,23,abrasive,skin,resilient,shock
347,23,abrasive,skin,soluble,water
348,23,abrasive,skin,corrosive,iron
349,23,abrasive,skin,responsive,stimulus
350,23,flammable,fire,resilient,shock
351,23,flammable,fire,soluble,water
352,23,flammable,fire,corrosive,iron
353,23,flammable,fire,responsive,stimulus
354,23,resilient,shock,soluble,water
355,23,resilient,shock,corrosive,iron
356,23,resilient,shock,responsive,stimulus
357,23,soluble,water,corrosive,iron
358,23,soluble,water,responsive,stimulus
359,23,corrosive,iron,responsive,stimulus
360,24,canal,waterway,skyline,city
361,24,canal,waterway,bank,stream
362,24,canal,waterway,hub,wheel
363,24,canal,waterway,dam,river
364,24,canal,waterway,reservoir,lake
365,24,skyline,city,bank,stream
366,24,skyline,city,hub,wheel
367,24,skyline,city,dam,river
368,24,skyline,city,reservoir,lake
369,24,bank,stream,hub,wheel
370,24,bank,stream,dam,river
371,24,bank,stream,reservoir,lake
372,24,hub,wheel,dam,river
373,24,hub,wheel,reservoir,lake
374,24,dam,river,reservoir,lake
375,25,throng,people,game,players
376,25,throng,people,picnic,woods
377,25,throng,people,swarm,insects
378,25,throng,people,cat,kittens
379,25,throng,people,vase,flowers
380,25,game,players,picnic,woods
381,25,game,players,swarm,insects
382,25,game,players,cat,kittens
383,25,game,players,vase,flowers
384,25,picnic,woods,swarm,insects
385,25,picnic,woods,cat,kittens
386,25,picnic,woods,vase,flowers
387,25,swarm,insects,cat,kittens
388,25,swarm,insects,vase,flowers
389,25,cat,kittens,vase,flowers
390,26,foolhardy,recklessness,defiant,complacency
391,26,foolhardy,recklessness,serene,tranquillity
392,26,foolhardy,recklessness,precious,worthlessness
393,26,foolhardy,recklessness,sociable,antagonism
394,26,foolhardy,recklessness,lucky,persistence
395,26,defiant,complacency,serene,tranquillity
396,26,defiant,complacency,precious,worthlessness
397,26,defiant,complacency,sociable,antagonism
398,26,defiant,complacency,lucky,persistence
399,26,serene,tranquillity,precious,worthlessness
400,26,serene,tranquillity,sociable,antagonism
401,26,serene,tranquillity,lucky,persistence
402,26,precious,worthlessness,sociable,antagonism
403,26,precious,worthlessness,lucky,persistence
404,26,sociable,antagonism,lucky,persistence
405,27,emend,faulty,recruit,competent
406,27,emend,faulty,fracture,separable
407,27,emend,faulty,renovate,habitable
408,27,emend,faulty,purify,contaminated
409,27,emend,faulty,reproduce,copied
410,27,recruit,competent,fracture,separable
411,27,recruit,competent,renovate,habitable
412,27,recruit,competent,purify,contaminated
413,27,recruit,competent,reproduce,copied
414,27,fracture,separable,renovate,habitable
415,27,fracture,separable,purify,contaminated
416,27,fracture,separable,reproduce,copied
417,27,renovate,habitable,purify,contaminated
418,27,renovate,habitable,reproduce,copied
419,27,purify,contaminated,reproduce,copied
420,28,neighbor,proximity,supervisor,obedience
421,28,neighbor,proximity,comrade,victory
422,28,neighbor,proximity,adversary,opposition
423,28,neighbor,proximity,traitor,loyalty
424,28,neighbor,proximity,teammate,competitiveness
425,28,supervisor,obedience,comrade,victory
426,28,supervisor,obedience,adversary,opposition
427,28,supervisor,obedience,traitor,loyalty
428,28,supervisor,obedience,teammate,competitiveness
429,28,comrade,victory,adversary,opposition
430,28,comrade,victory,traitor,loyalty
431,28,comrade,victory,teammate,competitiveness
432,28,adversary,opposition,traitor,loyalty
433,28,adversary,opposition,teammate,competitiveness
434,28,traitor,loyalty,teammate,competitiveness
435,29,heckler,disconcert,outcast,exclude
436,29,heckler,disconcert,firebrand,soothe
437,29,heckler,disconcert,performer,applaud
438,29,heckler,disconcert,monarch,depose
439,29,heckler,disconcert,lobbyist,persuade
440,29,outcast,exclude,firebrand,soothe
441,29,outcast,exclude,performer,applaud
442,29,outcast,exclude,monarch,depose
443,29,outcast,exclude,lobbyist,persuade
444,29,firebrand,soothe,performer,applaud
445,29,firebrand,soothe,monarch,depose
446,29,firebrand,soothe,lobbyist,persuade
447,29,performer,applaud,monarch,depose
448,29,performer,applaud,lobbyist,persuade
449,29,monarch,depose,lobbyist,persuade
450,30,veer,course,swerve,obstacle
451,30,veer,course,blaze,paint
452,30,veer,course,bar,door
453,30,veer,course,emigrate,travel
454,30,veer,course,digress,subject
455,30,swerve,obstacle,blaze,paint
456,30,swerve,obstacle,bar,door
457,30,swerve,obstacle,emigrate,travel
458,30,swerve,obstacle,digress,subject
459,30,blaze,paint,bar,door
460,30,blaze,paint,emigrate,travel
461,30,blaze,paint,digress,subject
462,30,bar,door,emigrate,travel
463,30,bar,door,digress,subject
464,30,emigrate,travel,digress,subject
465,31,reveler,merrymaking,hedonist,restraint
466,31,reveler,merrymaking,demagogue,emotion
467,31,reveler,merrymaking,anarchist,authority
468,31,reveler,merrymaking,disputant,argument
469,31,reveler,merrymaking,litigant,settlement
470,31,hedonist,restraint,demagogue,emotion
471,31,hedonist,restraint,anarchist,authority
472,31,hedonist,restraint,disputant,argument
473,31,hedonist,restraint,litigant,settlement
474,31,demagogue,emotion,anarchist,authority
475,31,demagogue,emotion,disputant,argument
476,31,demagogue,emotion,litigant,settlement
477,31,anarchist,authority,disputant,argument
478,31,anarchist,authority,litigant,settlement
479,31,disputant,argument,litigant,settlement
480,32,malinger,work,escape,flight
481,32,malinger,work,accuse,crime
482,32,malinger,work,hide,discovery
483,32,malinger,work,shun,ridicule
484,32,malinger,work,guess,answer
485,32,escape,flight,accuse,crime
486,32,escape,flight,hide,discovery
487,32,escape,flight,shun,ridicule
488,32,escape,flight,guess,answer
489,32,accuse,crime,hide,discovery
490,32,accuse,crime,shun,ridicule
491,32,accuse,crime,guess,answer
492,32,hide,discovery,shun,ridicule
493,32,hide,discovery,guess,answer
494,32,shun,ridicule,guess,answer
495,33,shove,nudge,vex,mutter
496,33,shove,nudge,calm,quell
497,33,shove,nudge,teach,lecture
498,33,shove,nudge,push,fight
499,33,shove,nudge,stare,glance
500,33,vex,mutter,calm,quell
501,33,vex,mutter,teach,lecture
502,33,vex,mutter,push,fight
503,33,vex,mutter,stare,glance
504,33,calm,quell,teach,lecture
505,33,calm,quell,push,fight
506,33,calm,quell,stare,glance
507,33,teach,lecture,push,fight
508,33,teach,lecture,stare,glance
509,33,push,fight,stare,glance
510,34,barley,grain,yeast,bread
511,34,barley,grain,pine,tree
512,34,barley,grain,vine,fruit
513,34,barley,grain,knot,rope
514,34,barley,grain,twig,nest
515,34,yeast,bread,pine,tree
516,34,yeast,bread,vine,fruit
517,34,yeast,bread,knot,rope
518,34,yeast,bread,twig,nest
519,34,pine,tree,vine,fruit
520,34,pine,tree,knot,rope
521,34,pine,tree,twig,nest
522,34,vine,fruit,knot,rope
523,34,vine,fruit,twig,nest
524,34,knot,rope,twig,nest
525,35,locomotive,train,horse,saddle
526,35,locomotive,train,tractor,plow
527,35,locomotive,train,rudder,rowboat
528,35,locomotive,train,camel,desert
529,35,locomotive,train,gasoline,automobile
530,35,horse,saddle,tractor,plow
531,35,horse,saddle,rudder,rowboat
532,35,horse,saddle,camel,desert
533,35,horse,saddle,gasoline,automobile
534,35,tractor,plow,rudder,rowboat
535,35,tractor,plow,camel,desert
536,35,tractor,plow,gasoline,automobile
537,35,rudder,rowboat,camel,desert
538,35,rudder,rowboat,gasoline,automobile
539,35,camel,desert,gasoline,automobile
540,36,abridge,novel,interrupt,conversation
541,36,abridge,novel,rehearse,play
542,36,abridge,novel,terminate,ending
543,36,abridge,novel,punctuate,sentence
544,36,abridge,novel,abbreviate,word
545,36,interrupt,conversation,rehearse,play
546,36,interrupt,conversation,terminate,ending
547,36,interrupt,conversation,punctuate,sentence
548,36,interrupt,conversation,abbreviate,word
549,36,rehearse,play,terminate,ending
550,36,rehearse,play,punctuate,sentence
551,36,rehearse,play,abbreviate,word
552,36,terminate,ending,punctuate,sentence
553,36,terminate,ending,abbreviate,word
554,36,punctuate,sentence,abbreviate,word
555,37,chief,hierarchy,office,rank
556,37,chief,hierarchy,platoon,army
557,37,chief,hierarchy,president,term
558,37,chief,hierarchy,lawyer,court
559,37,chief,hierarchy,summit,mountain
560,37,office,rank,platoon,army
561,37,office,rank,president,term
562,37,office,rank,lawyer,court
563,37,office,rank,summit,mountain
564,37,platoon,army,president,term
565,37,platoon,army,lawyer,court
566,37,platoon,army,summit,mountain
567,37,president,term,lawyer,court
568,37,president,term,summit,mountain
569,37,lawyer,court,summit,mountain
570,38,unfetter,pinioned,recite,practiced
571,38,unfetter,pinioned,sully,impure
572,38,unfetter,pinioned,enlighten,ignorant
573,38,unfetter,pinioned,revere,unrecognized
574,38,unfetter,pinioned,adore,cordial
575,38,recite,practiced,sully,impure
576,38,recite,practiced,enlighten,ignorant
577,38,recite,practiced,revere,unrecognized
578,38,recite,practiced,adore,cordial
579,38,sully,impure,enlighten,ignorant
580,38,sully,impure,revere,unrecognized
581,38,sully,impure,adore,cordial
582,38,enlighten,ignorant,revere,unrecognized
583,38,enlighten,ignorant,adore,cordial
584,38,revere,unrecognized,adore,cordial
585,39,wing,air,arm,hand
586,39,wing,air,lung,breath
587,39,wing,air,flipper,water
588,39,wing,air,cloud,sky
589,39,wing,air,engine,jet
590,39,arm,hand,lung,breath
591,39,arm,hand,flipper,water
592,39,arm,hand,cloud,sky
593,39,arm,hand,engine,jet
594,39,lung,breath,flipper,water
595,39,lung,breath,cloud,sky
596,39,lung,breath,engine,jet
597,39,flipper,water,cloud,sky
598,39,flipper,water,engine,jet
599,39,cloud,sky,engine,jet
600,40,condense,short,shrink,wet
601,40,condense,short,measure,equal
602,40,condense,short,magnify,invisible
603,40,condense,short,deflate,flat
604,40,condense,short,increase,boundless
605,40,shrink,wet,measure,equal
606,40,shrink,wet,magnify,invisible
607,40,shrink,wet,deflate,flat
608,40,shrink,wet,increase,boundless
609,40,measure,equal,magnify,invisible
610,40,measure,equal,deflate,flat
611,40,measure,equal,increase,boundless
612,40,magnify,invisible,deflate,flat
613,40,magnify,invisible,increase,boundless
614,40,deflate,flat,increase,boundless
615,41,orator,speech,protagonist,story
616,41,orator,speech,chronicler,events
617,41,orator,speech,playwright,stage
618,41,orator,speech,comedian,jokes
619,41,orator,speech,vocalist,voice
620,41,protagonist,story,chronicler,events
621,41,protagonist,story,playwright,stage
622,41,protagonist,story,comedian,jokes
623,41,protagonist,story,vocalist,voice
624,41,chronicler,events,playwright,stage
625,41,chronicler,events,comedian,jokes
626,41,chronicler,events,vocalist,voice
627,41,playwright,stage,comedian,jokes
628,41,playwright,stage,vocalist,voice
629,41,comedian,jokes,vocalist,voice
630,42,jubilation,joy,exaggeration,truth
631,42,jubilation,joy,compassion,sympathy
632,42,jubilation,joy,security,instability
633,42,jubilation,joy,fortitude,danger
634,42,jubilation,joy,emotion,anger
635,42,exaggeration,truth,compassion,sympathy
636,42,exaggeration,truth,security,instability
637,42,exaggeration,truth,fortitude,danger
638,42,exaggeration,truth,emotion,anger
639,42,compassion,sympathy,security,instability
640,42,compassion,sympathy,fortitude,danger
641,42,compassion,sympathy,emotion,anger
642,42,security,instability,fortitude,danger
643,42,security,instability,emotion,anger
644,42,fortitude,danger,emotion,anger
645,43,dingy,building,shabby,clothes
646,43,dingy,building,discolored,bruise
647,43,dingy,building,devastated,city
648,43,dingy,building,vacant,apartment
649,43,dingy,building,chapped,lips
650,43,shabby,clothes,discolored,bruise
651,43,shabby,clothes,devastated,city
652,43,shabby,clothes,vacant,apartment
653,43,shabby,clothes,chapped,lips
654,43,discolored,bruise,devastated,city
655,43,discolored,bruise,vacant,apartment
656,43,discolored,bruise,chapped,lips
657,43,devastated,city,vacant,apartment
658,43,devastated,city,chapped,lips
659,43,vacant,apartment,chapped,lips
660,44,rangers,forest,panel,contest
661,44,rangers,forest,corps,army
662,44,rangers,forest,members,board
663,44,rangers,forest,police,precinct
664,44,rangers,forest,climbers,mountain
665,44,panel,contest,corps,army
666,44,panel,contest,members,board
667,44,panel,contest,police,precinct
668,44,panel,contest,climbers,mountain
669,44,corps,army,members,board
670,44,corps,army,police,precinct
671,44,corps,army,climbers,mountain
672,44,members,board,police,precinct
673,44,members,board,climbers,mountain
674,44,police,precinct,climbers,mountain
675,45,stimulant,activity,symptom,disease
676,45,stimulant,activity,food,hunger
677,45,stimulant,activity,fertilizer,growth
678,45,stimulant,activity,diagnosis,treatment
679,45,stimulant,activity,gravity,force
680,45,symptom,disease,food,hunger
681,45,symptom,disease,fertilizer,growth
682,45,symptom,disease,diagnosis,treatment
683,45,symptom,disease,gravity,force
684,45,food,hunger,fertilizer,growth
685,45,food,hunger,diagnosis,treatment
686,45,food,hunger,gravity,force
687,45,fertilizer,growth,diagnosis,treatment
688,45,fertilizer,growth,gravity,force
689,45,diagnosis,treatment,gravity,force
690,46,paramount,importance,debatable,quality
691,46,paramount,importance,inaccurate,correction
692,46,paramount,importance,modulated,pitch
693,46,paramount,importance,unheralded,publicity
694,46,paramount,importance,precious,value
695,46,debatable,quality,inaccurate,correction
696,46,debatable,quality,modulated,pitch
697,46,debatable,quality,unheralded,publicity
698,46,debatable,quality,precious,value
699,46,inaccurate,correction,modulated,pitch
700,46,inaccurate,correction,unheralded,publicity
701,46,inaccurate,correction,precious,value
702,46,modulated,pitch,unheralded,publicity
703,46,modulated,pitch,precious,value
704,46,unheralded,publicity,precious,value
705,47,raucous,sound,dim,light
706,47,raucous,sound,noisy,uproar
707,47,raucous,sound,tanned,leather
708,47,raucous,sound,rough,texture
709,47,raucous,sound,hard,granite
710,47,dim,light,noisy,uproar
711,47,dim,light,tanned,leather
712,47,dim,light,rough,texture
713,47,dim,light,hard,granite
714,47,noisy,uproar,tanned,leather
715,47,noisy,uproar,rough,texture
716,47,noisy,uproar,hard,granite
717,47,tanned,leather,rough,texture
718,47,tanned,leather,hard,granite
719,47,rough,texture,hard,granite
720,48,tourniquet,bleeding,relapse,condition
721,48,tourniquet,bleeding,lotion,skin
722,48,tourniquet,bleeding,hoist,elevating
723,48,tourniquet,bleeding,splint,movement
724,48,tourniquet,bleeding,inflation,expanding
725,48,relapse,condition,lotion,skin
726,48,relapse,condition,hoist,elevating
727,48,relapse,condition,splint,movement
728,48,relapse,condition,inflation,expanding
729,48,lotion,skin,hoist,elevating
730,48,lotion,skin,splint,movement
731,48,lotion,skin,inflation,expanding
732,48,hoist,elevating,splint,movement
733,48,hoist,elevating,inflation,expanding
734,48,splint,movement,inflation,expanding
735,49,cloying,sweetness,shiny,polish
736,49,cloying,sweetness,pale,hue
737,49,cloying,sweetness,raspy,softness
738,49,cloying,sweetness,enchanting,desire
739,49,cloying,sweetness,garish,brightness
740,49,shiny,polish,pale,hue
741,49,shiny,polish,raspy,softness
742,49,shiny,polish,enchanting,desire
743,49,shiny,polish,garish,brightness
744,49,pale,hue,raspy,softness
745,49,pale,hue,enchanting,desire
746,49,pale,hue,garish,brightness
747,49,raspy,softness,enchanting,desire
748,49,raspy,softness,garish,brightness
749,49,enchanting,desire,garish,brightness
750,50,perfidious,treachery,philanthropic,destitution
751,50,perfidious,treachery,servile,submissiveness
752,50,perfidious,treachery,truculent,temperament
753,50,perfidious,treachery,bereft,consolation
754,50,perfidious,treachery,resplendent,drabness
755,50,philanthropic,destitution,servile,submissiveness
756,50,philanthropic,destitution,truculent,temperament
757,50,philanthropic,destitution,bereft,consolation
758,50,philanthropic,destitution,resplendent,drabness
759,50,servile,submissiveness,truculent,temperament
760,50,servile,submissiveness,bereft,consolation
761,50,servile,submissiveness,resplendent,drabness
762,50,truculent,temperament,bereft,consolation
