,type,word1,word2,word3,target
245,3h,discount,price,sunlight,waning
246,3h,crescendo,sound,pace,running
247,3h,brighten,color,pace,running
248,3h,discount,price,pace,running
249,3h,crescendo,sound,hem,shorten
250,3h,brighten,color,hem,shorten
251,3h,discount,price,hem,shorten
252,3h,crescendo,sound,season,food
253,3h,brighten,color,season,food
254,3h,discount,price,season,food
255,3h,crescendo,sound,food,season
256,3h,brighten,color,food,season
257,3h,discount,price,food,season
258,1c,cutlery,spoon,fruit,apple
259,1c,clothing,shirt,fruit,apple
260,1c,vermin,rat,fruit,apple
261,1c,cutlery,spoon,currency,dollar
262,1c,clothing,shirt,currency,dollar
263,1c,vermin,rat,currency,dollar
264,1c,cutlery,spoon,furniture,chair
265,1c,clothing,shirt,furniture,chair
266,1c,vermin,rat,furniture,chair
267,1c,cutlery,spoon,tool,hammer
268,1c,clothing,shirt,tool,hammer
269,1c,vermin,rat,tool,hammer
270,1c,cutlery,spoon,color,green
271,1c,clothing,shirt,color,green
272,1c,vermin,rat,color,green
273,1c,cutlery,spoon,herb,basil
274,1c,clothing,shirt,herb,basil
275,1c,vermin,rat,herb,basil
276,1c,cutlery,spoon,meat,beef
277,1c,clothing,shirt,meat,beef
278,1c,vermin,rat,meat,beef
279,1c,cutlery,spoon,furniture,desk
280,1c,clothing,shirt,furniture,desk
281,1c,vermin,rat,furniture,desk
282,1c,cutlery,spoon,flower,daisy
283,1c,clothing,shirt,flower,daisy
284,1c,vermin,rat,flower,daisy
285,1c,cutlery,spoon,mammal,gorilla
286,1c,clothing,shirt,mammal,gorilla
287,1c,vermin,rat,mammal,gorilla
288,1c,cutlery,spoon,instrument,piano
289,1c,clothing,shirt,instrument,piano
290,1c,vermin,rat,instrument,piano
291,1c,cutlery,spoon,bird,cardinal
292,1c,clothing,shirt,bird,cardinal
293,1c,vermin,rat,bird,cardinal
294,1c,cutlery,spoon,animal,raccoon
295,1c,clothing,shirt,animal,raccoon
296,1c,vermin,rat,animal,raccoon
297,1c,cutlery,spoon,beverage,water
298,1c,clothing,shirt,beverage,water
299,1c,vermin,rat,beverage,water
300,1c,cutlery,spoon,appliance,refrigerator
301,1c,clothing,shirt,appliance,refrigerator
302,1c,vermin,rat,appliance,refrigerator
303,1c,cutlery,spoon,fish,trout
304,1c,clothing,shirt,fish,trout
305,1c,vermin,rat,fish,trout
306,1c,cutlery,spoon,pet,cat
307,1c,clothing,shirt,pet,cat
308,1c,vermin,rat,pet,cat
309,1c,cutlery,spoon,furniture,couch
310,1c,clothing,shirt,furniture,couch
311,1c,vermin,rat,furniture,couch
312,1c,cutlery,spoon,bedding,sheet
313,1c,clothing,shirt,bedding,sheet
314,1c,vermin,rat,bedding,sheet
315,1c,cutlery,spoon,art,sculpture
316,1c,clothing,shirt,art,sculpture
317,1c,vermin,rat,art,sculpture
318,1c,cutlery,spoon,container,jug
319,1c,clothing,shirt,container,jug
320,1c,vermin,rat,container,jug
321,1c,cutlery,spoon,mineral,mica
322,1c,clothing,shirt,mineral,mica
323,1c,vermin,rat,mineral,mica
324,1c,cutlery,spoon,dish,bowl
325,1c,clothing,shirt,dish,bowl
326,1c,vermin,rat,dish,bowl
327,1c,cutlery,spoon,internet,website
328,1c,clothing,shirt,internet,website
329,1c,vermin,rat,internet,website
330,1c,cutlery,spoon,computer,laptop
331,1c,clothing,shirt,computer,laptop
332,1c,vermin,rat,computer,laptop
333,1c,cutlery,spoon,family,father
334,1c,clothing,shirt,family,father
335,1c,vermin,rat,family,father
336,1c,cutlery,spoon,book,novel
337,1c,clothing,shirt,book,novel
338,1c,vermin,rat,book,novel
339,1c,cutlery,spoon,shoe,boot
340,1c,clothing,shirt,shoe,boot
341,1c,vermin,rat,shoe,boot
342,1c,cutlery,spoon,drink,milk
343,1c,clothing,shirt,drink,milk
344,1c,vermin,rat,drink,milk
345,1c,cutlery,spoon,meal,dinner
346,1c,clothing,shirt,meal,dinner
347,1c,vermin,rat,meal,dinner
348,1c,cutlery,spoon,space,star
349,1c,clothing,shirt,space,star
350,1c,vermin,rat,space,star
351,1c,cutlery,spoon,literature,book
352,1c,clothing,shirt,literature,book
353,1c,vermin,rat,literature,book
354,1c,cutlery,spoon,seat,couch
355,1c,clothing,shirt,seat,couch
356,1c,vermin,rat,seat,couch
357,1c,cutlery,spoon,worker,librarian
358,1c,clothing,shirt,worker,librarian
359,1c,vermin,rat,worker,librarian
360,1c,cutlery,spoon,phone,cordless
361,1c,clothing,shirt,phone,cordless
362,1c,vermin,rat,phone,cordless
363,1c,cutlery,spoon,film,drama
364,1c,clothing,shirt,film,drama
365,1c,vermin,rat,film,drama
366,1c,cutlery,spoon,mica,mineral
367,1c,clothing,shirt,mica,mineral
368,1c,vermin,rat,mica,mineral
369,1c,cutlery,spoon,daisy,flower
370,1c,clothing,shirt,daisy,flower
371,1c,vermin,rat,daisy,flower
372,1c,cutlery,spoon,refrigerator,appliance
373,1c,clothing,shirt,refrigerator,appliance
374,1c,vermin,rat,refrigerator,appliance
375,1c,cutlery,spoon,light,lamp
376,1c,clothing,shirt,light,lamp
377,1c,vermin,rat,light,lamp
378,1c,cutlery,spoon,cordless,phone
379,1c,clothing,shirt,cordless,phone
380,1c,vermin,rat,cordless,phone
381,1c,cutlery,spoon,father,family
382,1c,clothing,shirt,father,family
383,1c,vermin,rat,father,family
384,1b,ornament,brooch,tool,hammer
385,1b,weapon,knife,tool,hammer
386,1b,vehicle,car,tool,hammer
387,1b,ornament,brooch,tool,screwdriver
388,1b,weapon,knife,tool,screwdriver
389,1b,vehicle,car,tool,screwdriver
390,1b,ornament,brooch,tool,chisel
391,1b,weapon,knife,tool,chisel
392,1b,vehicle,car,tool,chisel
393,1b,ornament,brooch,utensil,spoon
394,1b,weapon,knife,utensil,spoon
395,1b,vehicle,car,utensil,spoon
396,1b,ornament,brooch,fruit,apple
397,1b,weapon,knife,fruit,apple
398,1b,vehicle,car,fruit,apple
399,1b,ornament,brooch,instrument,violin
400,1b,weapon,knife,instrument,violin
401,1b,vehicle,car,instrument,violin
402,1b,ornament,brooch,clothing,shirt
403,1b,weapon,knife,clothing,shirt
404,1b,vehicle,car,clothing,shirt
405,1b,ornament,brooch,transportation,bus
406,1b,weapon,knife,transportation,bus
407,1b,vehicle,car,transportation,bus
408,1b,ornament,brooch,lubricant,oil
409,1b,weapon,knife,lubricant,oil
410,1b,vehicle,car,lubricant,oil
411,1b,ornament,brooch,furniture,chair
412,1b,weapon,knife,furniture,chair
413,1b,vehicle,car,furniture,chair
414,1b,ornament,brooch,garment,shirt
415,1b,weapon,knife,garment,shirt
416,1b,vehicle,car,garment,shirt
417,1b,ornament,brooch,instrument,clarinet
418,1b,weapon,knife,instrument,clarinet
419,1b,vehicle,car,instrument,clarinet
420,1b,ornament,brooch,fuel,gasoline
421,1b,weapon,knife,fuel,gasoline
422,1b,vehicle,car,fuel,gasoline
423,1b,ornament,brooch,preservative,salt
424,1b,weapon,knife,preservative,salt
425,1b,vehicle,car,preservative,salt
426,1b,ornament,brooch,dish,plate
427,1b,weapon,knife,dish,plate
428,1b,vehicle,car,dish,plate
429,1b,ornament,brooch,garment,skirt
430,1b,weapon,knife,garment,skirt
431,1b,vehicle,car,garment,skirt
432,1b,ornament,brooch,clothing,sock
433,1b,weapon,knife,clothing,sock
434,1b,vehicle,car,clothing,sock
435,1b,ornament,brooch,shoe,sandal
436,1b,weapon,knife,shoe,sandal
437,1b,vehicle,car,shoe,sandal
438,1b,ornament,brooch,seasoning,pepper
439,1b,weapon,knife,seasoning,pepper
440,1b,vehicle,car,seasoning,pepper
441,1b,ornament,brooch,food,apple
442,1b,weapon,knife,food,apple
443,1b,vehicle,car,food,apple
444,1b,ornament,brooch,beverage,water
445,1b,weapon,knife,beverage,water
446,1b,vehicle,car,beverage,water
447,1b,ornament,brooch,appliance,fridge
448,1b,weapon,knife,appliance,fridge
449,1b,vehicle,car,appliance,fridge
450,1b,ornament,brooch,seat,chair
451,1b,weapon,knife,seat,chair
452,1b,vehicle,car,seat,chair
453,1b,ornament,brooch,artwork,sculpture
454,1b,weapon,knife,artwork,sculpture
455,1b,vehicle,car,artwork,sculpture
456,1b,ornament,brooch,animal,dog
457,1b,weapon,knife,animal,dog
458,1b,vehicle,car,animal,dog
459,1b,ornament,brooch,vegetable,spinach
460,1b,weapon,knife,vegetable,spinach
461,1b,vehicle,car,vegetable,spinach
462,1b,ornament,brooch,seat,stool
463,1b,weapon,knife,seat,stool
464,1b,vehicle,car,seat,stool
465,1b,ornament,brooch,nourishment,banana
466,1b,weapon,knife,nourishment,banana
467,1b,vehicle,car,nourishment,banana
468,1b,ornament,brooch,meat,ham
469,1b,weapon,knife,meat,ham
470,1b,vehicle,car,meat,ham
471,1b,ornament,brooch,vessel,pot
472,1b,weapon,knife,vessel,pot
473,1b,vehicle,car,vessel,pot
474,1b,ornament,brooch,movie,comedy
475,1b,weapon,knife,movie,comedy
476,1b,vehicle,car,movie,comedy
477,1b,ornament,brooch,fridge,appliance
478,1b,weapon,knife,fridge,appliance
479,1b,vehicle,car,fridge,appliance
480,1b,ornament,brooch,cat,animal
481,1b,weapon,knife,cat,animal
482,1b,vehicle,car,cat,animal
483,1b,ornament,brooch,apple,food
484,1b,weapon,knife,apple,food
485,1b,vehicle,car,apple,food
486,1b,ornament,brooch,chisel,tool
487,1b,weapon,knife,chisel,tool
488,1b,vehicle,car,chisel,tool
489,1b,ornament,brooch,sock,clothing
490,1b,weapon,knife,sock,clothing
491,1b,vehicle,car,sock,clothing
492,1b,ornament,brooch,home,tree
493,1b,weapon,knife,home,tree
494,1b,vehicle,car,home,tree
495,1b,ornament,brooch,person,girl
496,1b,weapon,knife,person,girl
497,1b,vehicle,car,person,girl
498,1b,ornament,brooch,chair,furniture
499,1b,weapon,knife,chair,furniture
500,1b,vehicle,car,chair,furniture
501,1b,ornament,brooch,fork,utensil
502,1b,weapon,knife,fork,utensil
503,1b,vehicle,car,fork,utensil
504,1b,ornament,brooch,girl,person
505,1b,weapon,knife,girl,person
506,1b,vehicle,car,girl,person
507,3a,car,auto,house,home
508,3a,buy,purchase,house,home
509,3a,rapid,quick,house,home
510,3a,car,auto,kid,child
511,3a,buy,purchase,kid,child
512,3a,rapid,quick,kid,child
513,3a,car,auto,raise,elevate
514,3a,buy,purchase,raise,elevate
515,3a,rapid,quick,raise,elevate
516,3a,car,auto,teach,instruct
517,3a,buy,purchase,teach,instruct
518,3a,rapid,quick,teach,instruct
519,3a,car,auto,big,large
520,3a,buy,purchase,big,large
521,3a,rapid,quick,big,large
522,3a,car,auto,spin,twirl
523,3a,buy,purchase,spin,twirl
524,3a,rapid,quick,spin,twirl
525,3a,car,auto,careful,cautious
526,3a,buy,purchase,careful,cautious
527,3a,rapid,quick,careful,cautious
528,3a,car,auto,couch,sofa
529,3a,buy,purchase,couch,sofa
530,3a,rapid,quick,couch,sofa
531,3a,car,auto,cute,adorable
532,3a,buy,purchase,cute,adorable
533,3a,rapid,quick,cute,adorable
534,3a,car,auto,make,manufacture
535,3a,buy,purchase,make,manufacture
536,3a,rapid,quick,make,manufacture
537,3a,car,auto,pants,trousers
538,3a,buy,purchase,pants,trousers
539,3a,rapid,quick,pants,trousers
540,3a,car,auto,pretty,beautiful
541,3a,buy,purchase,pretty,beautiful
542,3a,rapid,quick,pretty,beautiful
543,3a,car,auto,option,choice
544,3a,buy,purchase,option,choice
545,3a,rapid,quick,option,choice
546,3a,car,auto,large,big
547,3a,buy,purchase,large,big
548,3a,rapid,quick,large,big
549,3a,car,auto,run,sprint
550,3a,buy,purchase,run,sprint
551,3a,rapid,quick,run,sprint
552,3a,car,auto,beautiful,pretty
553,3a,buy,purchase,beautiful,pretty
554,3a,rapid,quick,beautiful,pretty
555,3a,car,auto,boat,ship
556,3a,buy,purchase,boat,ship
557,3a,rapid,quick,boat,ship
558,3a,car,auto,cellphone,mobile
559,3a,buy,purchase,cellphone,mobile
560,3a,rapid,quick,cellphone,mobile
561,3a,car,auto,spectacles,glasses
562,3a,buy,purchase,spectacles,glasses
563,3a,rapid,quick,spectacles,glasses
564,3a,car,auto,clean,tidy
565,3a,buy,purchase,clean,tidy
566,3a,rapid,quick,clean,tidy
567,3a,car,auto,sweets,candy
568,3a,buy,purchase,sweets,candy
569,3a,rapid,quick,sweets,candy
570,3a,car,auto,bathroom,restroom
571,3a,buy,purchase,bathroom,restroom
572,3a,rapid,quick,bathroom,restroom
573,3a,car,auto,abode,house
574,3a,buy,purchase,abode,house
575,3a,rapid,quick,abode,house
576,3a,car,auto,dream,fantasize
577,3a,buy,purchase,dream,fantasize
578,3a,rapid,quick,dream,fantasize
579,3a,car,auto,house,dwelling
580,3a,buy,purchase,house,dwelling
581,3a,rapid,quick,house,dwelling
582,3a,car,auto,candy,sweets
583,3a,buy,purchase,candy,sweets
584,3a,rapid,quick,candy,sweets
585,3a,car,auto,urban,city
586,3a,buy,purchase,urban,city
587,3a,rapid,quick,urban,city
588,3a,car,auto,restroom,bathroom
589,3a,buy,purchase,restroom,bathroom
590,3a,rapid,quick,restroom,bathroom
591,3a,car,auto,house,abode
592,3a,buy,purchase,house,abode
593,3a,rapid,quick,house,abode
594,3a,car,auto,glass,cup
595,3a,buy,purchase,glass,cup
596,3a,rapid,quick,glass,cup
597,3a,car,auto,seat,chair
598,3a,buy,purchase,seat,chair
599,3a,rapid,quick,seat,chair
600,3a,car,auto,sleep,doze
601,3a,buy,purchase,sleep,doze
602,3a,rapid,quick,sleep,doze
603,3a,car,auto,music,tunes
604,3a,buy,purchase,music,tunes
605,3a,rapid,quick,music,tunes
606,3a,car,auto,stick,attach
607,3a,buy,purchase,stick,attach
608,3a,rapid,quick,stick,attach
609,3a,car,auto,ugly,hideous
610,3a,buy,purchase,ugly,hideous
611,3a,rapid,quick,ugly,hideous
612,3a,car,auto,bathroom,lavatory
613,3a,buy,purchase,bathroom,lavatory
614,3a,rapid,quick,bathroom,lavatory
615,3a,car,auto,room,chamber
616,3a,buy,purchase,room,chamber
617,3a,rapid,quick,room,chamber
618,3a,car,auto,organization,club
619,3a,buy,purchase,organization,club
620,3a,rapid,quick,organization,club
621,3a,car,auto,tedious,monotonous
622,3a,buy,purchase,tedious,monotonous
623,3a,rapid,quick,tedious,monotonous
624,3a,car,auto,dress,frock
625,3a,buy,purchase,dress,frock
626,3a,rapid,quick,dress,frock
627,3a,car,auto,old,mature
628,3a,buy,purchase,old,mature
629,3a,rapid,quick,old,mature
630,3a,car,auto,sofa,chair
631,3a,buy,purchase,sofa,chair
632,3a,rapid,quick,sofa,chair
633,3a,car,auto,flammable,inflammable
634,3a,buy,purchase,flammable,inflammable
635,3a,rapid,quick,flammable,inflammable
636,2j,apostate,belief,retiree,job
637,2j,wood,splinter,retiree,job
638,2j,prisoner,freedom,retiree,job
639,2j,apostate,belief,corpse,life
640,2j,wood,splinter,corpse,life
641,2j,prisoner,freedom,corpse,life
642,2j,apostate,belief,widow,husband
643,2j,wood,splinter,widow,husband
644,2j,prisoner,freedom,widow,husband
645,2j,apostate,belief,man,boyhood
646,2j,wood,splinter,man,boyhood
647,2j,prisoner,freedom,man,boyhood
648,2j,apostate,belief,divorcee,marriage
649,2j,wood,splinter,divorcee,marriage
650,2j,prisoner,freedom,divorcee,marriage
651,2j,apostate,belief,divorcee,husband
652,2j,wood,splinter,divorcee,husband
653,2j,prisoner,freedom,divorcee,husband
654,2j,apostate,belief,elder,youth
655,2j,wood,splinter,elder,youth
656,2j,prisoner,freedom,elder,youth
657,2j,apostate,belief,corpse,breath
658,2j,wood,splinter,corpse,breath
659,2j,prisoner,freedom,corpse,breath
660,2j,apostate,belief,prostitute,virginity
661,2j,wood,splinter,prostitute,virginity
662,2j,prisoner,freedom,prostitute,virginity
663,2j,apostate,belief,husband,bachelorhood
664,2j,wood,splinter,husband,bachelorhood
665,2j,prisoner,freedom,husband,bachelorhood
666,2j,apostate,belief,adult,childhood
667,2j,wood,splinter,adult,childhood
668,2j,prisoner,freedom,adult,childhood
669,2j,apostate,belief,butterfly,cocoon
670,2j,wood,splinter,butterfly,cocoon
671,2j,prisoner,freedom,butterfly,cocoon
672,2j,apostate,belief,lunatic,sanity
673,2j,wood,splinter,lunatic,sanity
674,2j,prisoner,freedom,lunatic,sanity
675,2j,apostate,belief,pensioner,work
676,2j,wood,splinter,pensioner,work
677,2j,prisoner,freedom,pensioner,work
678,2j,apostate,belief,bankrupt,riches
679,2j,wood,splinter,bankrupt,riches
680,2j,prisoner,freedom,bankrupt,riches
681,2j,apostate,belief,graduate,homework
682,2j,wood,splinter,graduate,homework
683,2j,prisoner,freedom,graduate,homework
684,2j,apostate,belief,celebrity,privacy
685,2j,wood,splinter,celebrity,privacy
686,2j,prisoner,freedom,celebrity,privacy
687,2j,apostate,belief,resolution,problem
688,2j,wood,splinter,resolution,problem
689,2j,prisoner,freedom,resolution,problem
690,2j,apostate,belief,criminal,lawfulness
691,2j,wood,splinter,criminal,lawfulness
692,2j,prisoner,freedom,criminal,lawfulness
693,2j,apostate,belief,frog,tail
694,2j,wood,splinter,frog,tail
695,2j,prisoner,freedom,frog,tail
696,2j,apostate,belief,student,ignorance
697,2j,wood,splinter,student,ignorance
698,2j,prisoner,freedom,student,ignorance
699,2j,apostate,belief,cynic,innocence
700,2j,wood,splinter,cynic,innocence
701,2j,prisoner,freedom,cynic,innocence
702,2j,apostate,belief,miscarriage,fetus
703,2j,wood,splinter,miscarriage,fetus
704,2j,prisoner,freedom,miscarriage,fetus
705,2j,apostate,belief,drought,water
706,2j,wood,splinter,drought,water
707,2j,prisoner,freedom,drought,water
708,2j,apostate,belief,roue,virginity
709,2j,wood,splinter,roue,virginity
710,2j,prisoner,freedom,roue,virginity
711,2j,apostate,belief,repair,break
712,2j,wood,splinter,repair,break
713,2j,prisoner,freedom,repair,break
714,2j,apostate,belief,hermit,association
715,2j,wood,splinter,hermit,association
716,2j,prisoner,freedom,hermit,association
717,2j,apostate,belief,riverbed,water
718,2j,wood,splinter,riverbed,water
719,2j,prisoner,freedom,riverbed,water
720,2j,apostate,belief,ice,water
721,2j,wood,splinter,ice,water
722,2j,prisoner,freedom,ice,water
723,2j,apostate,belief,work,pensioner
724,2j,wood,splinter,work,pensioner
725,2j,prisoner,freedom,work,pensioner
726,2j,apostate,belief,notebook,paper
727,2j,wood,splinter,notebook,paper
728,2j,prisoner,freedom,notebook,paper
729,2j,apostate,belief,clergyman,sin
730,2j,wood,splinter,clergyman,sin
731,2j,prisoner,freedom,clergyman,sin
732,2j,apostate,belief,tree,leaves
733,2j,wood,splinter,tree,leaves
734,2j,prisoner,freedom,tree,leaves
735,2j,apostate,belief,child,innocence
736,2j,wood,splinter,child,innocence
737,2j,prisoner,freedom,child,innocence
738,2j,apostate,belief,tail,frog
739,2j,wood,splinter,tail,frog
740,2j,prisoner,freedom,tail,frog
741,2j,apostate,belief,authority,ignorance
742,2j,wood,splinter,authority,ignorance
743,2j,prisoner,freedom,authority,ignorance
744,2j,apostate,belief,husband,widow
745,2j,wood,splinter,husband,widow
746,2j,prisoner,freedom,husband,widow
747,2j,apostate,belief,darkness,light
748,2j,wood,splinter,darkness,light
749,2j,prisoner,freedom,darkness,light
750,2j,apostate,belief,eater,food
751,2j,wood,splinter,eater,food
752,2j,prisoner,freedom,eater,food
753,2j,apostate,belief,childhood,adult
754,2j,wood,splinter,childhood,adult
755,2j,prisoner,freedom,childhood,adult
756,2j,apostate,belief,child,adult
757,2j,wood,splinter,child,adult
