,type,word1,word2,word3,target
105,JJS_JJ,lowest,low,shortest,short
106,JJS_JJR,lowest,lower,shortest,shorter
107,JJR_JJS,lower,lowest,shorter,shortest
108,JJ_JJR,low,lower,soft,softer
109,JJR_JJ,lower,low,softer,soft
110,JJ_JJS,low,lowest,soft,softest
111,JJS_JJ,lowest,low,softest,soft
112,JJS_JJR,lowest,lower,softest,softer
113,JJR_JJS,lower,lowest,softer,softest
114,JJ_JJR,low,lower,old,older
115,JJR_JJ,lower,low,older,old
116,JJ_JJS,low,lowest,old,oldest
117,JJS_JJ,lowest,low,oldest,old
118,JJS_JJR,lowest,lower,oldest,older
119,JJR_JJS,lower,lowest,older,oldest
120,JJ_JJR,large,larger,rich,richer
121,JJR_JJ,larger,large,richer,rich
122,JJ_JJS,large,largest,rich,richest
123,JJS_JJ,largest,large,richest,rich
124,JJS_JJR,largest,larger,richest,richer
125,JJR_JJS,larger,largest,richer,richest
126,JJ_JJR,large,larger,weak,weaker
127,JJR_JJ,larger,large,weaker,weak
128,JJ_JJS,large,largest,weak,weakest
129,JJS_JJ,largest,large,weakest,weak
130,JJS_JJR,largest,larger,weakest,weaker
131,JJR_JJS,larger,largest,weaker,weakest
132,JJ_JJR,large,larger,pretty,prettier
133,JJR_JJ,larger,large,prettier,pretty
134,JJ_JJS,large,largest,pretty,prettiest
135,JJS_JJ,largest,large,prettiest,pretty
136,JJS_JJR,largest,larger,prettiest,prettier
137,JJR_JJS,larger,largest,prettier,prettiest
138,JJ_JJR,large,larger,cool,cooler
139,JJR_JJ,larger,large,cooler,cool
140,JJ_JJS,large,largest,cool,coolest
141,JJS_JJ,largest,large,coolest,cool
142,JJS_JJR,largest,larger,coolest,cooler
143,JJR_JJS,larger,largest,cooler,coolest
144,JJ_JJR,large,larger,lucky,luckier
145,JJR_JJ,larger,large,luckier,lucky
146,JJ_JJS,large,largest,lucky,luckiest
147,JJS_JJ,largest,large,luckiest,lucky
148,JJS_JJR,largest,larger,luckiest,luckier
149,JJR_JJS,larger,largest,luckier,luckiest
150,JJ_JJR,old,older,light,lighter
151,JJR_JJ,older,old,lighter,light
152,JJ_JJS,old,oldest,light,lightest
153,JJS_JJ,oldest,old,lightest,light
154,JJS_JJR,oldest,older,lightest,lighter
155,JJR_JJS,older,oldest,lighter,lightest
156,JJ_JJR,old,older,short,shorter
157,JJR_JJ,older,old,shorter,short
158,JJ_JJS,old,oldest,short,shortest
159,JJS_JJ,oldest,old,shortest,short
160,JJS_JJR,oldest,older,shortest,shorter
161,JJR_JJS,older,oldest,shorter,shortest
162,JJ_JJR,old,older,few,fewer
163,JJR_JJ,older,old,fewer,few
164,JJ_JJS,old,oldest,few,fewest
165,JJS_JJ,oldest,old,fewest,few
166,JJS_JJR,oldest,older,fewest,fewer
167,JJR_JJS,older,oldest,fewer,fewest
168,JJ_JJR,old,older,sharp,sharper
169,JJR_JJ,older,old,sharper,sharp
170,JJ_JJS,old,oldest,sharp,sharpest
171,JJS_JJ,oldest,old,sharpest,sharp
172,JJS_JJR,oldest,older,sharpest,sharper
173,JJR_JJS,older,oldest,sharper,sharpest
174,JJ_JJR,old,older,tall,taller
175,JJR_JJ,older,old,taller,tall
176,JJ_JJS,old,oldest,tall,tallest
177,JJS_JJ,oldest,old,tallest,tall
178,JJS_JJR,oldest,older,tallest,taller
179,JJR_JJS,older,oldest,taller,tallest
180,JJ_JJR,small,smaller,smooth,smoother
181,JJR_JJ,smaller,small,smoother,smooth
182,JJ_JJS,small,smallest,smooth,smoothest
183,JJS_JJ,smallest,small,smoothest,smooth
184,JJS_JJR,smallest,smaller,smoothest,smoother
185,JJR_JJS,smaller,smallest,smoother,smoothest
186,JJ_JJR,small,smaller,nice,nicer
187,JJR_JJ,smaller,small,nicer,nice
188,JJ_JJS,small,smallest,nice,nicest
189,JJS_JJ,smallest,small,nicest,nice
190,JJS_JJR,smallest,smaller,nicest,nicer
191,JJR_JJS,smaller,smallest,nicer,nicest
192,JJ_JJR,small,smaller,broad,broader
193,JJR_JJ,smaller,small,broader,broad
194,JJ_JJS,small,smallest,broad,broadest
195,JJS_JJ,smallest,small,broadest,broad
196,JJS_JJR,smallest,smaller,broadest,broader
197,JJR_JJS,smaller,smallest,broader,broadest
198,JJ_JJR,small,smaller,savvy,savvier
199,JJR_JJ,smaller,small,savvier,savvy
200,JJ_JJS,small,smallest,savvy,savviest
201,JJS_JJ,smallest,small,savviest,savvy
202,JJS_JJR,smallest,smaller,savviest,savvier
203,JJR_JJS,smaller,smallest,savvier,savviest
204,JJ_JJR,small,smaller,great,greater
205,JJR_JJ,smaller,small,greater,great
206,JJ_JJS,small,smallest,great,greatest
207,JJS_JJ,smallest,small,greatest,great
208,JJS_JJR,smallest,smaller,greatest,greater
209,JJR_JJS,smaller,smallest,greater,greatest
210,JJ_JJR,easy,easier,wild,wilder
211,JJR_JJ,easier,easy,wilder,wild
212,JJ_JJS,easy,easiest,wild,wildest
213,JJS_JJ,easiest,easy,wildest,wild
214,JJS_JJR,easiest,easier,wildest,wilder
215,JJR_JJS,easier,easiest,wilder,wildest
216,JJ_JJR,easy,easier,smooth,smoother
217,JJR_JJ,easier,easy,smoother,smooth
218,JJ_JJS,easy,easiest,smooth,smoothest
219,JJS_JJ,easiest,easy,smoothest,smooth
220,JJS_JJR,easiest,easier,smoothest,smoother
221,JJR_JJS,easier,easiest,smoother,smoothest
222,JJ_JJR,easy,easier,mighty,mightier
223,JJR_JJ,easier,easy,mightier,mighty
224,JJ_JJS,easy,easiest,mighty,mightiest
225,JJS_JJ,easiest,easy,mightiest,mighty
226,JJS_JJR,easiest,easier,mightiest,mightier
227,JJR_JJS,easier,easiest,mightier,mightiest
228,JJ_JJR,easy,easier,lean,leaner
229,JJR_JJ,easier,easy,leaner,lean
230,JJ_JJS,easy,easiest,lean,leanest
231,JJS_JJ,easiest,easy,leanest,lean
232,JJS_JJR,easiest,easier,leanest,leaner
233,JJR_JJS,easier,easiest,leaner,leanest
234,JJ_JJR,easy,easier,clean,cleaner
235,JJR_JJ,easier,easy,cleaner,clean
236,JJ_JJS,easy,easiest,clean,cleanest
237,JJS_JJ,easiest,easy,cleanest,clean
238,JJS_JJR,easiest,easier,cleanest,cleaner
239,JJR_JJS,easier,easiest,cleaner,cleanest
240,JJ_JJR,early,earlier,narrow,narrower
241,JJR_JJ,earlier,early,narrower,narrow
242,JJ_JJS,early,earliest,narrow,narrowest
243,JJS_JJ,earliest,early,narrowest,narrow
244,JJS_JJR,earliest,earlier,narrowest,narrower
245,JJR_JJS,earlier,earliest,narrower,narrowest
246,JJ_JJR,early,earlier,cold,colder
247,JJR_JJ,earlier,early,colder,cold
248,JJ_JJS,early,earliest,cold,coldest
249,JJS_JJ,earliest,early,coldest,cold
250,JJS_JJR,earliest,earlier,coldest,colder
251,JJR_JJS,earlier,earliest,colder,coldest
252,JJ_JJR,early,earlier,noisy,noisier
253,JJR_JJ,earlier,early,noisier,noisy
254,JJ_JJS,early,earliest,noisy,noisiest
255,JJS_JJ,earliest,early,noisiest,noisy
256,JJS_JJR,earliest,earlier,noisiest,noisier
257,JJR_JJS,earlier,earliest,noisier,noisiest
258,JJ_JJR,early,earlier,deep,deeper
259,JJR_JJ,earlier,early,deeper,deep
260,JJ_JJS,early,earliest,deep,deepest
261,JJS_JJ,earliest,early,deepest,deep
262,JJS_JJR,earliest,earlier,deepest,deeper
263,JJR_JJS,earlier,earliest,deeper,deepest
264,JJ_JJR,early,earlier,tall,taller
265,JJR_JJ,earlier,early,taller,tall
266,JJ_JJS,early,earliest,tall,tallest
267,JJS_JJ,earliest,early,tallest,tall
268,JJS_JJR,earliest,earlier,tallest,taller
269,JJR_JJS,earlier,earliest,taller,tallest
270,JJ_JJR,young,younger,quick,quicker
271,JJR_JJ,younger,young,quicker,quick
272,JJ_JJS,young,youngest,quick,quickest
273,JJS_JJ,youngest,young,quickest,quick
274,JJS_JJR,youngest,younger,quickest,quicker
275,JJR_JJS,younger,youngest,quicker,quickest
276,JJ_JJR,young,younger,narrow,narrower
277,JJR_JJ,younger,young,narrower,narrow
278,JJ_JJS,young,youngest,narrow,narrowest
279,JJS_JJ,youngest,young,narrowest,narrow
280,JJS_JJR,youngest,younger,narrowest,narrower
281,JJR_JJS,younger,youngest,narrower,narrowest
282,JJ_JJR,young,younger,deep,deeper
283,JJR_JJ,younger,young,deeper,deep
284,JJ_JJS,young,youngest,deep,deepest
285,JJS_JJ,youngest,young,deepest,deep
286,JJS_JJR,youngest,younger,deepest,deeper
287,JJR_JJS,younger,youngest,deeper,deepest
288,JJ_JJR,young,younger,close,closer
289,JJR_JJ,younger,young,closer,close
290,JJ_JJS,young,youngest,close,closest
291,JJS_JJ,youngest,young,closest,close
292,JJS_JJR,youngest,younger,closest,closer
293,JJR_JJS,younger,youngest,closer,closest
294,JJ_JJR,young,younger,tall,taller
295,JJR_JJ,younger,young,taller,tall
296,JJ_JJS,young,youngest,tall,tallest
297,JJS_JJ,youngest,young,tallest,tall
298,JJS_JJR,youngest,younger,tallest,taller
299,JJR_JJS,younger,youngest,taller,tallest
300,JJ_JJR,long,longer,kind,kinder
301,JJR_JJ,longer,long,kinder,kind
302,JJ_JJS,long,longest,kind,kindest
303,JJS_JJ,longest,long,kindest,kind
304,JJS_JJR,longest,longer,kindest,kinder
305,JJR_JJS,longer,longest,kinder,kindest
306,JJ_JJR,long,longer,heavy,heavier
307,JJR_JJ,longer,long,heavier,heavy
308,JJ_JJS,long,longest,heavy,heaviest
309,JJS_JJ,longest,long,heaviest,heavy
310,JJS_JJR,longest,longer,heaviest,heavier
311,JJR_JJS,longer,longest,heavier,heaviest
312,JJ_JJR,long,longer,mighty,mightier
313,JJR_JJ,longer,long,mightier,mighty
314,JJ_JJS,long,longest,mighty,mightiest
315,JJS_JJ,longest,long,mightiest,mighty
316,JJS_JJR,longest,longer,mightiest,mightier
317,JJR_JJS,longer,longest,mightier,mightiest
318,JJ_JJR,long,longer,lean,leaner
319,JJR_JJ,longer,long,leaner,lean
320,JJ_JJS,long,longest,lean,leanest
321,JJS_JJ,longest,long,leanest,lean
322,JJS_JJR,longest,longer,leanest,leaner
323,JJR_JJS,longer,longest,leaner,leanest
324,JJ_JJR,long,longer,smart,smarter
325,JJR_JJ,longer,long,smarter,smart
326,JJ_JJS,long,longest,smart,smartest
327,JJS_JJ,longest,long,smartest,smart
328,JJS_JJR,longest,longer,smartest,smarter
329,JJR_JJS,longer,longest,smarter,smartest
330,JJ_JJR,bad,worse,mild,milder
331,JJR_JJ,worse,bad,milder,mild
332,JJ_JJS,bad,worst,mild,mildest
333,JJS_JJ,worst,bad,mildest,mild
334,JJS_JJR,worst,worse,mildest,milder
335,JJR_JJS,worse,worst,milder,mildest
336,JJ_JJR,bad,worse,weak,weaker
337,JJR_JJ,worse,bad,weaker,weak
338,JJ_JJS,bad,worst,weak,weakest
339,JJS_JJ,worst,bad,weakest,weak
340,JJS_JJR,worst,worse,weakest,weaker
341,JJR_JJS,worse,worst,weaker,weakest
342,JJ_JJR,bad,worse,friendly,friendlier
343,JJR_JJ,worse,bad,friendlier,friendly
344,JJ_JJS,bad,worst,friendly,friendliest
345,JJS_JJ,worst,bad,friendliest,friendly
346,JJS_JJR,worst,worse,friendliest,friendlier
347,JJR_JJS,worse,worst,friendlier,friendliest
348,JJ_JJR,bad,worse,lively,livelier
349,JJR_JJ,worse,bad,livelier,lively
350,JJ_JJS,bad,worst,lively,liveliest
351,JJS_JJ,worst,bad,liveliest,lively
352,JJS_JJR,worst,worse,liveliest,livelier
353,JJR_JJS,worse,worst,livelier,liveliest
354,JJ_JJR,bad,worse,young,younger
355,JJR_JJ,worse,bad,younger,young
356,JJ_JJS,bad,worst,young,youngest
357,JJS_JJ,worst,bad,youngest,young
358,JJS_JJR,worst,worse,youngest,younger
359,JJR_JJS,worse,worst,younger,youngest
360,JJ_JJR,few,fewer,clear,clearer
361,JJR_JJ,fewer,few,clearer,clear
362,JJ_JJS,few,fewest,clear,clearest
363,JJS_JJ,fewest,few,clearest,clear
364,JJS_JJR,fewest,fewer,clearest,clearer
365,JJR_JJS,fewer,fewest,clearer,clearest
366,JJ_JJR,few,fewer,friendly,friendlier
367,JJR_JJ,fewer,few,friendlier,friendly
368,JJ_JJS,few,fewest,friendly,friendliest
369,JJS_JJ,fewest,few,friendliest,friendly
370,JJS_JJR,fewest,fewer,friendliest,friendlier
371,JJR_JJS,fewer,fewest,friendlier,friendliest
372,JJ_JJR,few,fewer,clean,cleaner
373,JJR_JJ,fewer,few,cleaner,clean
374,JJ_JJS,few,fewest,clean,cleanest
375,JJS_JJ,fewest,few,cleanest,clean
376,JJS_JJR,fewest,fewer,cleanest,cleaner
377,JJR_JJS,fewer,fewest,cleaner,cleanest
378,JJ_JJR,few,fewer,strong,stronger
379,JJR_JJ,fewer,few,stronger,strong
380,JJ_JJS,few,fewest,strong,strongest
381,JJS_JJ,fewest,few,strongest,strong
382,JJS_JJR,fewest,fewer,strongest,stronger
383,JJR_JJS,fewer,fewest,stronger,strongest
384,JJ_JJR,few,fewer,free,freer
385,JJR_JJ,fewer,few,freer,free
386,JJ_JJS,few,fewest,free,freest
387,JJS_JJ,fewest,few,freest,free
388,JJS_JJR,fewest,fewer,freest,freer
389,JJR_JJS,fewer,fewest,freer,freest
390,JJ_JJR,big,bigger,tough,tougher
391,JJR_JJ,bigger,big,tougher,tough
392,JJ_JJS,big,biggest,tough,toughest
393,JJS_JJ,biggest,big,toughest,tough
394,JJS_JJR,biggest,bigger,toughest,tougher
395,JJR_JJS,bigger,biggest,tougher,toughest
396,JJ_JJR,big,bigger,funny,funnier
397,JJR_JJ,bigger,big,funnier,funny
398,JJ_JJS,big,biggest,funny,funniest
399,JJS_JJ,biggest,big,funniest,funny
400,JJS_JJR,biggest,bigger,funniest,funnier
401,JJR_JJS,bigger,biggest,funnier,funniest
402,JJ_JJR,big,bigger,nice,nicer
403,JJR_JJ,bigger,big,nicer,nice
404,JJ_JJS,big,biggest,nice,nicest
405,JJS_JJ,biggest,big,nicest,nice
406,JJS_JJR,biggest,bigger,nicest,nicer
407,JJR_JJS,bigger,biggest,nicer,nicest
408,JJ_JJR,big,bigger,great,greater
409,JJR_JJ,bigger,big,greater,great
410,JJ_JJS,big,biggest,great,greatest
411,JJS_JJ,biggest,big,greatest,great
412,JJS_JJR,biggest,bigger,greatest,greater
413,JJR_JJS,bigger,biggest,greater,greatest
414,JJ_JJR,big,bigger,bold,bolder
415,JJR_JJ,bigger,big,bolder,bold
416,JJ_JJS,big,biggest,bold,boldest
417,JJS_JJ,biggest,big,boldest,bold
418,JJS_JJR,biggest,bigger,boldest,bolder
419,JJR_JJS,bigger,biggest,bolder,boldest
420,JJ_JJR,strong,stronger,poor,poorer
421,JJR_JJ,stronger,strong,poorer,poor
422,JJ_JJS,strong,strongest,poor,poorest
423,JJS_JJ,strongest,strong,poorest,poor
424,JJS_JJR,strongest,stronger,poorest,poorer
425,JJR_JJS,stronger,strongest,poorer,poorest
426,JJ_JJR,strong,stronger,messy,messier
427,JJR_JJ,stronger,strong,messier,messy
428,JJ_JJS,strong,strongest,messy,messiest
429,JJS_JJ,strongest,strong,messiest,messy
430,JJS_JJR,strongest,stronger,messiest,messier
431,JJR_JJS,stronger,strongest,messier,messiest
432,JJ_JJR,strong,stronger,long,longer
433,JJR_JJ,stronger,strong,longer,long
434,JJ_JJS,strong,strongest,long,longest
435,JJS_JJ,strongest,strong,longest,long
436,JJS_JJR,strongest,stronger,longest,longer
437,JJR_JJS,stronger,strongest,longer,longest
438,JJ_JJR,strong,stronger,hard,harder
439,JJR_JJ,stronger,strong,harder,hard
440,JJ_JJS,strong,strongest,hard,hardest
441,JJS_JJ,strongest,strong,hardest,hard
442,JJS_JJR,strongest,stronger,hardest,harder
443,JJR_JJS,stronger,strongest,harder,hardest
444,JJ_JJR,strong,stronger,wise,wiser
445,JJR_JJ,stronger,strong,wiser,wise
446,JJ_JJS,strong,strongest,wise,wisest
447,JJS_JJ,strongest,strong,wisest,wise
448,JJS_JJR,strongest,stronger,wisest,wiser
449,JJR_JJS,stronger,strongest,wiser,wisest
450,JJ_JJR,close,closer,early,earlier
451,JJR_JJ,closer,close,earlier,early
452,JJ_JJS,close,closest,early,earliest
453,JJS_JJ,closest,close,earliest,early
454,JJS_JJR,closest,closer,earliest,earlier
455,JJR_JJS,closer,closest,earlier,earliest
456,JJ_JJR,close,closer,sad,sadder
457,JJR_JJ,closer,close,sadder,sad
458,JJ_JJS,close,closest,sad,saddest
459,JJS_JJ,closest,close,saddest,sad
460,JJS_JJR,closest,closer,saddest,sadder
461,JJR_JJS,closer,closest,sadder,saddest
462,JJ_JJR,close,closer,dark,darker
463,JJR_JJ,closer,close,darker,dark
464,JJ_JJS,close,closest,dark,darkest
465,JJS_JJ,closest,close,darkest,dark
466,JJS_JJR,closest,closer,darkest,darker
467,JJR_JJS,closer,closest,darker,darkest
468,JJ_JJR,close,closer,quick,quicker
469,JJR_JJ,closer,close,quicker,quick
470,JJ_JJS,close,closest,quick,quickest
471,JJS_JJ,closest,close,quickest,quick
472,JJS_JJR,closest,closer,quickest,quicker
473,JJR_JJS,closer,closest,quicker,quickest
474,JJ_JJR,close,closer,bright,brighter
475,JJR_JJ,closer,close,brighter,bright
476,JJ_JJS,close,closest,bright,brightest
477,JJS_JJ,closest,close,brightest,bright
478,JJS_JJR,closest,closer,brightest,brighter
479,JJR_JJS,closer,closest,brighter,brightest
480,JJ_JJR,broad,broader,cheap,cheaper
481,JJR_JJ,broader,broad,cheaper,cheap
482,JJ_JJS,broad,broadest,cheap,cheapest
483,JJS_JJ,broadest,broad,cheapest,cheap
484,JJS_JJR,broadest,broader,cheapest,cheaper
485,JJR_JJS,broader,broadest,cheaper,cheapest
486,JJ_JJR,broad,broader,high,higher
487,JJR_JJ,broader,broad,higher,high
488,JJ_JJS,broad,broadest,high,highest
489,JJS_JJ,broadest,broad,highest,high
490,JJS_JJR,broadest,broader,highest,higher
491,JJR_JJS,broader,broadest,higher,highest
492,JJ_JJR,broad,broader,fair,fairer
493,JJR_JJ,broader,broad,fairer,fair
494,JJ_JJS,broad,broadest,fair,fairest
495,JJS_JJ,broadest,broad,fairest,fair
496,JJS_JJR,broadest,broader,fairest,fairer
497,JJR_JJS,broader,broadest,fairer,fairest
498,JJ_JJR,broad,broader,wise,wiser
499,JJR_JJ,broader,broad,wiser,wise
500,JJ_JJS,broad,broadest,wise,wisest
501,JJS_JJ,broadest,broad,wisest,wise
502,JJS_JJR,broadest,broader,wisest,wiser
503,JJR_JJS,broader,broadest,wiser,wisest
504,JJ_JJR,broad,broader,tall,taller
505,JJR_JJ,broader,broad,taller,tall
506,JJ_JJS,broad,broadest,tall,tallest
507,JJS_JJ,broadest,broad,tallest,tall
508,JJS_JJR,broadest,broader,tallest,taller
509,JJR_JJS,broader,broadest,taller,tallest
510,JJ_JJR,hard,harder,poor,poorer
511,JJR_JJ,harder,hard,poorer,poor
512,JJ_JJS,hard,hardest,poor,poorest
513,JJS_JJ,hardest,hard,poorest,poor
514,JJS_JJR,hardest,harder,poorest,poorer
515,JJR_JJS,harder,hardest,poorer,poorest
516,JJ_JJR,hard,harder,messy,messier
517,JJR_JJ,harder,hard,messier,messy
518,JJ_JJS,hard,hardest,messy,messiest
519,JJS_JJ,hardest,hard,messiest,messy
520,JJS_JJR,hardest,harder,messiest,messier
521,JJR_JJS,harder,hardest,messier,messiest
522,JJ_JJR,hard,harder,busy,busier
523,JJR_JJ,harder,hard,busier,busy
524,JJ_JJS,hard,hardest,busy,busiest
525,JJS_JJ,hardest,hard,busiest,busy
526,JJS_JJR,hardest,harder,busiest,busier
527,JJR_JJS,harder,hardest,busier,busiest
528,JJ_JJR,hard,harder,tall,taller
529,JJR_JJ,harder,hard,taller,tall
530,JJ_JJS,hard,hardest,tall,tallest
531,JJS_JJ,hardest,hard,tallest,tall
532,JJS_JJR,hardest,harder,tallest,taller
533,JJR_JJS,harder,hardest,taller,tallest
534,JJ_JJR,hard,harder,tricky,trickier
535,JJR_JJ,harder,hard,trickier,tricky
536,JJ_JJS,hard,hardest,tricky,trickiest
537,JJS_JJ,hardest,hard,trickiest,tricky
538,JJS_JJR,hardest,harder,trickiest,trickier
539,JJR_JJS,harder,hardest,trickier,trickiest
540,JJ_JJR,tough,tougher,high,higher
541,JJR_JJ,tougher,tough,higher,high
542,JJ_JJS,tough,toughest,high,highest
543,JJS_JJ,toughest,tough,highest,high
544,JJS_JJR,toughest,tougher,highest,higher
545,JJR_JJS,tougher,toughest,higher,highest
546,JJ_JJR,tough,tougher,slow,slower
547,JJR_JJ,tougher,tough,slower,slow
548,JJ_JJS,tough,toughest,slow,slowest
549,JJS_JJ,toughest,tough,slowest,slow
550,JJS_JJR,toughest,tougher,slowest,slower
551,JJR_JJS,tougher,toughest,slower,slowest
552,JJ_JJR,tough,tougher,smart,smarter
553,JJR_JJ,tougher,tough,smarter,smart
554,JJ_JJS,tough,toughest,smart,smartest
555,JJS_JJ,toughest,tough,smartest,smart
556,JJS_JJR,toughest,tougher,smartest,smarter
557,JJR_JJS,tougher,toughest,smarter,smartest
558,JJ_JJR,tough,tougher,old,older
559,JJR_JJ,tougher,tough,older,old
560,JJ_JJS,tough,toughest,old,oldest
561,JJS_JJ,toughest,tough,oldest,old
562,JJS_JJR,toughest,tougher,oldest,older
563,JJR_JJS,tougher,toughest,older,oldest
564,JJ_JJR,tough,tougher,strong,stronger
565,JJR_JJ,tougher,tough,stronger,strong
566,JJ_JJS,tough,toughest,strong,strongest
567,JJS_JJ,toughest,tough,strongest,strong
568,JJS_JJR,toughest,tougher,strongest,stronger
569,JJR_JJS,tougher,toughest,stronger,strongest
570,JJ_JJR,safe,safer,cheap,cheaper
571,JJR_JJ,safer,safe,cheaper,cheap
572,JJ_JJS,safe,safest,cheap,cheapest
573,JJS_JJ,safest,safe,cheapest,cheap
574,JJS_JJR,safest,safer,cheapest,cheaper
575,JJR_JJS,safer,safest,cheaper,cheapest
576,JJ_JJR,safe,safer,classy,classier
577,JJR_JJ,safer,safe,classier,classy
578,JJ_JJS,safe,safest,classy,classiest
579,JJS_JJ,safest,safe,classiest,classy
580,JJS_JJR,safest,safer,classiest,classier
581,JJR_JJS,safer,safest,classier,classiest
582,JJ_JJR,safe,safer,bloody,bloodier
583,JJR_JJ,safer,safe,bloodier,bloody
584,JJ_JJS,safe,safest,bloody,bloodiest
585,JJS_JJ,safest,safe,bloodiest,bloody
586,JJS_JJR,safest,safer,bloodiest,bloodier
587,JJR_JJS,safer,safest,bloodier,bloodiest
588,JJ_JJR,safe,safer,wild,wilder
589,JJR_JJ,safer,safe,wilder,wild
590,JJ_JJS,safe,safest,wild,wildest
591,JJS_JJ,safest,safe,wildest,wild
592,JJS_JJR,safest,safer,wildest,wilder
593,JJR_JJS,safer,safest,wilder,wildest
594,JJ_JJR,safe,safer,easy,easier
595,JJR_JJ,safer,safe,easier,easy
